%eval_id interface             kd             pw             uv              q              t 
1              bat            1.5           0.01       13870000        1131.49            6.6 
2              bat         17.625           0.01       13870000        2641.11            1.6 
3              bat          33.75           0.01       13870000        3514.96            1.2 
4              bat         49.875           0.01       13870000        4099.72              1 
5              bat             66           0.01       13870000        4651.84            0.9 
6              bat            1.5           0.02       13870000        1147.43            5.3 
7              bat         17.625           0.02       13870000        2634.22            1.4 
8              bat          33.75           0.02       13870000        3555.46            1.1 
9              bat         49.875           0.02       13870000        4145.18            0.9 
10             bat             66           0.02       13870000         4885.6            0.8 
11             bat            1.5           0.03       13870000        1139.66            5.1 
12             bat         17.625           0.03       13870000         2662.3            1.4 
13             bat          33.75           0.03       13870000        3464.48              1 
14             bat         49.875           0.03       13870000        4189.77            0.9 
15             bat             66           0.03       13870000        4762.99            0.8 
16             bat            1.5           0.04       13870000        1140.77              5 
17             bat         17.625           0.04       13870000        2648.21            1.4 
18             bat          33.75           0.04       13870000        3475.75              1 
19             bat         49.875           0.04       13870000        4168.01            0.9 
20             bat             66           0.04       13870000        4725.12            0.8 
21             bat            1.5           0.05       13870000        1132.36            4.9 
22             bat         17.625           0.05       13870000        2636.52            1.4 
23             bat          33.75           0.05       13870000        3432.11              1 
24             bat         49.875           0.05       13870000        4157.82            0.9 
25             bat             66           0.05       13870000        4709.93            0.8 
26             bat            1.5           0.01     14723612.4        1102.66            6.5 
27             bat         17.625           0.01     14723612.4        2528.83            1.5 
28             bat          33.75           0.01     14723612.4         3296.8            1.2 
29             bat         49.875           0.01     14723612.4        4010.01              1 
30             bat             66           0.01     14723612.4        4572.91            0.9 
31             bat            1.5           0.02     14723612.4        1101.44            5.1 
32             bat         17.625           0.02     14723612.4        2502.76            1.4 
33             bat          33.75           0.02     14723612.4        3355.04              1 
34             bat         49.875           0.02     14723612.4        3980.67            0.9 
35             bat             66           0.02     14723612.4        4569.22            0.8 
36             bat            1.5           0.03     14723612.4         1088.9            4.9 
37             bat         17.625           0.03     14723612.4        2544.27            1.3 
38             bat          33.75           0.03     14723612.4        3334.63              1 
39             bat         49.875           0.03     14723612.4        3998.18            0.8 
40             bat             66           0.03     14723612.4        4421.57            0.7 
41             bat            1.5           0.04     14723612.4         1088.7            4.8 
42             bat         17.625           0.04     14723612.4        2534.03            1.3 
43             bat          33.75           0.04     14723612.4        3323.39              1 
44             bat         49.875           0.04     14723612.4        3998.18            0.8 
45             bat             66           0.04     14723612.4        4521.32            0.7 
46             bat            1.5           0.05     14723612.4        1101.17            4.8 
47             bat         17.625           0.05     14723612.4        2525.25            1.3 
48             bat          33.75           0.05     14723612.4        3308.44              1 
49             bat         49.875           0.05     14723612.4        3993.54            0.8 
50             bat             66           0.05     14723612.4        4538.13            0.7 
51             bat            1.5           0.01     15577224.8        1035.46            6.2 
52             bat         17.625           0.01     15577224.8        2402.55            1.4 
