%eval_id interface pd             po             fa             response_fn_1  response_fn_2  response_fn_3  response_fn_4  response_fn_5  response_fn_6  response_fn_7  response_fn_8  response_fn_9  
629      bat        0.0002666666667 0.3205         0.6015         5685.32178     0.54576        221.3054       15.56          0.10132        1.2273         22.9477        1.2273         15.56          
630      bat        0.0003083333333 0.3205         0.6015         5687.50928     0.54576        221.3054       15.56          0.10132        1.239          22.9487        1.239          15.56          
631      bat        0.00035        0.3205         0.6015         5687.02832     0.54576        221.3054       15.56          0.10132        1.2493         22.948         1.2493         15.56          
632      bat        0.0003916666667 0.3205         0.6015         5686.6665      0.54576        221.3054       15.56          0.10132        1.2586         22.9518        1.2586         15.56          
633      bat        0.0004333333333 0.3205         0.6015         5685.93848     0.54576        221.3054       15.56          0.10132        1.2671         22.9488        1.2671         15.56          
634      bat        0.000475       0.3205         0.6015         5685.56885     0.54576        221.3054       15.56          0.09993        1.2172         22.9506        1.2172         15.56          
635      bat        0.0005166666667 0.3205         0.6015         5685.20801     0.54576        221.3054       15.56          0.09993        1.2238         22.9519        1.2238         15.56          
636      bat        0.0005583333333 0.3205         0.6015         5685.2998      0.54438        221.3054       15.56          0.09993        1.2298         22.9524        1.2298         15.56          
637      bat        0.0006         0.3205         0.6015         5686.72168     0.54438        221.3054       15.56          0.09993        1.2355         22.9525        1.2355         15.56          
638      bat        0.0001         0.33           0.6015         5679.47754     0.54993        221.0289       15.56          0.1041         1.2547         22.8345        1.2547         15.56          
639      bat        0.0001416666667 0.33           0.6015         5681.30566     0.54854        221.029        15.56          0.10271        1.2304         22.8371        1.2304         15.56          
640      bat        0.0001833333333 0.33           0.6015         5679.8457      0.54854        221.0289       15.56          0.10271        1.2512         22.8374        1.2512         15.56          
641      bat        0.000225       0.33           0.6015         5682.04785     0.54715        221.029        15.56          0.10271        1.2682         22.8329        1.2682         15.56          
642      bat        0.0002666666667 0.33           0.6015         5681.33057     0.54715        221.0291       15.56          0.10132        1.2273         22.8363        1.2273         15.56          
643      bat        0.0003083333333 0.33           0.6015         5680.5918      0.54715        221.029        15.56          0.10132        1.239          22.8374        1.239          15.56          
644      bat        0.00035        0.33           0.6015         5679.88086     0.54715        221.0291       15.56          0.10132        1.2493         22.8369        1.2493         15.56          
645      bat        0.0003916666667 0.33           0.6015         5680.88037     0.54576        221.0291       15.56          0.10132        1.2586         22.835         1.2586         15.56          
646      bat        0.0004333333333 0.33           0.6015         5681.896       0.54576        221.029        15.56          0.10132        1.2671         22.8378        1.2671         15.56          
647      bat        0.000475       0.33           0.6015         5681.70801     0.54576        221.0291       15.56          0.10132        1.2747         22.8339        1.2747         15.56          
648      bat        0.0005166666667 0.33           0.6015         5681.34619     0.54576        221.0291       15.56          0.09993        1.2238         22.8352        1.2238         15.56          
649      bat        0.0005583333333 0.33           0.6015         5680.98926     0.54576        221.0291       15.56          0.09993        1.2298         22.8358        1.2298         15.56          
650      bat        0.0006         0.33           0.6015         5680.62598     0.54576        221.0291       15.56          0.09993        1.2355         22.8359        1.2355         15.56          
651      bat        0.0001         0.3395         0.6015         5675.56738     0.54993        220.748        15.56          0.1041         1.2547         22.7207        1.2547         15.56          
652      bat        0.0001416666667 0.3395         0.6015         5674.87012     0.54854        220.748        15.56          0.1041         1.2833         22.7183        1.2833         15.56          
653      bat        0.0001833333333 0.3395         0.6015         5675.58301     0.54854        220.748        15.56          0.10271        1.2512         22.7186        1.2512         15.56          
654      bat        0.000225       0.3395         0.6015         5674.50098     0.54854        220.7481       15.56          0.10271        1.2682         22.7197        1.2682         15.56          
655      bat        0.0002666666667 0.3395         0.6015         5674.87402     0.54715        220.7481       15.56          0.10271        1.2827         22.7177        1.2827         15.56          
656      bat        0.0003083333333 0.3395         0.6015         5676.31738     0.54715        220.7481       15.56          0.10132        1.239          22.7189        1.239          15.56          
657      bat        0.00035        0.3395         0.6015         5675.59961     0.54715        220.7481       15.56          0.10132        1.2493         22.7184        1.2493         15.56          
658      bat        0.0003916666667 0.3395         0.6015         5675.24072     0.54715        220.7481       15.56          0.10132        1.2586         22.7223        1.2586         15.56          
659      bat        0.0004333333333 0.3395         0.6015         5674.51807     0.54715        220.7481       15.56          0.10132        1.2671         22.7194        1.2671         15.56          
660      bat        0.000475       0.3395         0.6015         5674.1582      0.54715        220.7481       15.56          0.10132        1.2747         22.7214        1.2747         15.56          
661      bat        0.0005166666667 0.3395         0.6015         5674.88184     0.54576        220.7482       15.56          0.10132        1.2819         22.7168        1.2819         15.56          
662      bat        0.0005583333333 0.3395         0.6015         5676.05225     0.54576        220.7482       15.56          0.09993        1.2298         22.7175        1.2298         15.56          
663      bat        0.0006         0.3395         0.6015         5676.34082     0.54576        220.7482       15.56          0.09993        1.2355         22.7176        1.2355         15.56          
664      bat        0.0001         0.349          0.6015         5668.79199     0.54993        220.4652       15.56          0.1041         1.2547         22.6001        1.2547         15.56          
665      bat        0.0001416666667 0.349          0.6015         5669.80713     0.54993        220.4652       15.56          0.1041         1.2833         22.6031        1.2833         15.56          
666      bat        0.0001833333333 0.349          0.6015         5668.36572     0.54993        220.4653       15.56          0.10271        1.2512         22.6037        1.2512         15.56          
667      bat        0.000225       0.349          0.6015         5670.53613     0.54854        220.4653       15.56          0.10271        1.2682         22.5994        1.2682         15.56          
668      bat        0.0002666666667 0.349          0.6015         5669.8291      0.54854        220.4653       15.56          0.10271        1.2827         22.6031        1.2827         15.56          
669      bat        0.0003083333333 0.349          0.6015         5669.11035     0.54854        220.4653       15.56          0.10271        1.2953         22.6044        1.2953         15.56          
670      bat        0.00035        0.349          0.6015         5668.38525     0.54854        220.4654       15.56          0.10132        1.2493         22.604         1.2493         15.56          
671      bat        0.0003916666667 0.349          0.6015         5670.19824     0.54715        220.4653       15.56          0.10132        1.2586         22.6023        1.2586         15.56          
672      bat        0.0004333333333 0.349          0.6015         5670.81543     0.54715        220.4654       15.56          0.10132        1.2671         22.6052        1.2671         15.56          
673      bat        0.000475       0.349          0.6015         5670.2002      0.54715        220.4653       15.56          0.10132        1.2747         22.6014        1.2747         15.56          
674      bat        0.0005166666667 0.349          0.6015         5669.84229     0.54715        220.4653       15.56          0.10132        1.2819         22.6028        1.2819         15.56          
675      bat        0.0005583333333 0.349          0.6015         5669.49072     0.54715        220.4654       15.56          0.10132        1.2885         22.6035        1.2885         15.56          
676      bat        0.0006         0.349          0.6015         5669.13086     0.54715        220.4654       15.56          0.10132        1.2947         22.6038        1.2947         15.56          
677      bat        0.0001         0.235          0.6096666667   5719.98926     0.54438        223.0246       15.56          0.10132        1.1538         23.637         1.1538         15.56          
678      bat        0.0001416666667 0.235          0.6096666667   5721.85791     0.54299        223.0246       15.56          0.10132        1.1787         23.6377        1.1787         15.56          
679      bat        0.0001833333333 0.235          0.6096666667   5720.37695     0.54299        223.0246       15.56          0.10132        1.198          23.6364        1.198          15.56          
680      bat        0.000225       0.235          0.6096666667   5719.93945     0.5416         223.0246       15.56          0.09993        1.1608         23.6362        1.1608         15.56          
681      bat        0.0002666666667 0.235          0.6096666667   5722.07324     0.5416         223.0246       15.56          0.09993        1.1733         23.6385        1.1733         15.56          
682      bat        0.0003083333333 0.235          0.6096666667   5721.5127      0.5416         223.0246       15.56          0.09993        1.1841         23.6388        1.1841         15.56          
683      bat        0.00035        0.235          0.6096666667   5720.76416     0.5416         223.0247       15.56          0.09993        1.1937         23.6376        1.1937         15.56          
684      bat        0.0003916666667 0.235          0.6096666667   5720.02148     0.5416         223.0247       15.56          0.09854        1.1474         23.6351        1.1474         15.56          
685      bat        0.0004333333333 0.235          0.6096666667   5719.64941     0.5416         223.0247       15.56          0.09854        1.1546         23.6372        1.1546         15.56          
686      bat        0.000475       0.235          0.6096666667   5719.92871     0.54021        223.0247       15.56          0.09854        1.1612         23.6386        1.1612         15.56          
687      bat        0.0005166666667 0.235          0.6096666667   5722.0918      0.54021        223.0247       15.56          0.09854        1.1672         23.6337        1.1672         15.56          
688      bat        0.0005583333333 0.235          0.6096666667   5721.89551     0.54021        223.0247       15.56          0.09854        1.1728         23.6338        1.1728         15.56          
689      bat        0.0006         0.235          0.6096666667   5721.90088     0.54021        223.0247       15.56          0.09854        1.1781         23.6393        1.1781         15.56          
690      bat        0.0001         0.2445         0.6096666667   5716.62354     0.54438        222.7779       15.56          0.10271        1.2037         23.5338        1.2037         15.56          
691      bat        0.0001416666667 0.2445         0.6096666667   5714.76807     0.54438        222.7779       15.56          0.10132        1.1787         23.5345        1.1787         15.56          
692      bat        0.0001833333333 0.2445         0.6096666667   5717.00635     0.54299        222.7779       15.56          0.10132        1.198          23.5334        1.198          15.56          
693      bat        0.000225       0.2445         0.6096666667   5715.89941     0.54299        222.778        15.56          0.09993        1.1608         23.5333        1.1608         15.56          
694      bat        0.0002666666667 0.2445         0.6096666667   5715.15479     0.54299        222.778        15.56          0.09993        1.1733         23.5357        1.1733         15.56          
695      bat        0.0003083333333 0.2445         0.6096666667   5715.16309     0.5416         222.778        15.56          0.09993        1.1841         23.536         1.1841         15.56          
696      bat        0.00035        0.2445         0.6096666667   5717.26709     0.5416         222.778        15.56          0.09993        1.1937         23.5348        1.1937         15.56          
697      bat        0.0003916666667 0.2445         0.6096666667   5717.02588     0.5416         222.778        15.56          0.09993        1.2023         23.5379        1.2023         15.56          
698      bat        0.0004333333333 0.2445         0.6096666667   5716.2915      0.5416         222.778        15.56          0.09854        1.1546         23.5346        1.1546         15.56          
699      bat        0.000475       0.2445         0.6096666667   5715.9165      0.5416         222.778        15.56          0.09854        1.1612         23.5359        1.1612         15.56          
700      bat        0.0005166666667 0.2445         0.6096666667   5715.54541     0.5416         222.778        15.56          0.09854        1.1672         23.5367        1.1672         15.56          
701      bat        0.0005583333333 0.2445         0.6096666667   5715.17432     0.5416         222.778        15.56          0.09854        1.1728         23.537         1.1728         15.56          
702      bat        0.0006         0.2445         0.6096666667   5714.80176     0.5416         222.778        15.56          0.09854        1.1781         23.5367        1.1781         15.56          
703      bat        0.0001         0.254          0.6096666667   5709.50244     0.54576        222.5275       15.56          0.10271        1.2037         23.4343        1.2037         15.56          
704      bat        0.0001416666667 0.254          0.6096666667   5711.37207     0.54438        222.5275       15.56          0.10132        1.1787         23.4353        1.1787         15.56          
705      bat        0.0001833333333 0.254          0.6096666667   5709.8916      0.54438        222.5275       15.56          0.10132        1.198          23.4343        1.198          15.56          
706      bat        0.000225       0.254          0.6096666667   5711.63818     0.54299        222.5275       15.56          0.10132        1.2139         23.4344        1.2139         15.56          
707      bat        0.0002666666667 0.254          0.6096666667   5711.39551     0.54299        222.5275       15.56          0.09993        1.1733         23.4315        1.1733         15.56          
708      bat        0.0003083333333 0.254          0.6096666667   5710.65479     0.54299        222.5275       15.56          0.09993        1.1841         23.4319        1.1841         15.56          
709      bat        0.00035        0.254          0.6096666667   5709.9165      0.54299        222.5276       15.56          0.09993        1.1937         23.4307        1.1937         15.56          
710      bat        0.0003916666667 0.254          0.6096666667   5709.54004     0.54299        222.5275       15.56          0.09993        1.2023         23.4339        1.2023         15.56          
711      bat        0.0004333333333 0.254          0.6096666667   5710.24902     0.5416         222.5276       15.56          0.09993        1.2101         23.4362        1.2101         15.56          
712      bat        0.000475       0.254          0.6096666667   5712.14355     0.5416         222.5276       15.56          0.09854        1.1612         23.432         1.1612         15.56          
713      bat        0.0005166666667 0.254          0.6096666667   5711.77832     0.5416         222.5276       15.56          0.09854        1.1672         23.4328        1.1672         15.56          
714      bat        0.0005583333333 0.254          0.6096666667   5711.41113     0.5416         222.5276       15.56          0.09854        1.1728         23.4331        1.1728         15.56          
715      bat        0.0006         0.254          0.6096666667   5711.0415      0.5416         222.5276       15.56          0.09854        1.1781         23.4328        1.1781         15.56          
716      bat        0.0001         0.2635         0.6096666667   5706.04004     0.54576        222.2754       15.56          0.10271        1.2037         23.3284        1.2037         15.56          
717      bat        0.0001416666667 0.2635         0.6096666667   5705.29199     0.54438        222.2755       15.56          0.10132        1.1787         23.3295        1.1787         15.56          
718      bat        0.0001833333333 0.2635         0.6096666667   5706.42432     0.54438        222.2755       15.56          0.10132        1.198          23.3287        1.198          15.56          
719      bat        0.000225       0.2635         0.6096666667   5705.32129     0.54438        222.2755       15.56          0.10132        1.2139         23.3288        1.2139         15.56          
720      bat        0.0002666666667 0.2635         0.6096666667   5704.58691     0.54438        222.2755       15.56          0.09993        1.1733         23.3314        1.1733         15.56          
721      bat        0.0003083333333 0.2635         0.6096666667   5706.67871     0.54299        222.2755       15.56          0.09993        1.1841         23.3319        1.1841         15.56          
722      bat        0.00035        0.2635         0.6096666667   5706.81494     0.54299        222.2755       15.56          0.09993        1.1937         23.3309        1.1937         15.56          
723      bat        0.0003916666667 0.2635         0.6096666667   5706.07617     0.54299        222.2755       15.56          0.09993        1.2023         23.3285        1.2023         15.56          
724      bat        0.0004333333333 0.2635         0.6096666667   5705.71582     0.54299        222.2755       15.56          0.09993        1.2101         23.3309        1.2101         15.56          
725      bat        0.000475       0.2635         0.6096666667   5705.34619     0.54299        222.2755       15.56          0.09993        1.2172         23.3324        1.2172         15.56          
726      bat        0.0005166666667 0.2635         0.6096666667   5704.60254     0.54299        222.2756       15.56          0.09854        1.1672         23.3276        1.1672         15.56          
727      bat        0.0005583333333 0.2635         0.6096666667   5705.30273     0.5416         222.2756       15.56          0.09854        1.1728         23.3278        1.1728         15.56          
728      bat        0.0006         0.2635         0.6096666667   5706.69678     0.5416         222.2756       15.56          0.09854        1.1781         23.3277        1.1781         15.56          
729      bat        0.0001         0.273          0.6096666667   5700.19824     0.54576        222.0203       15.56          0.10271        1.2037         23.2262        1.2037         15.56          
730      bat        0.0001416666667 0.273          0.6096666667   5700.88135     0.54576        222.0202       15.56          0.10271        1.2304         23.2276        1.2304         15.56          
731      bat        0.0001833333333 0.273          0.6096666667   5699.43066     0.54576        222.0203       15.56          0.10132        1.198          23.227         1.198          15.56          
732      bat        0.000225       0.273          0.6096666667   5702.00537     0.54438        222.0202       15.56          0.10132        1.2139         23.2272        1.2139         15.56          
733      bat        0.0002666666667 0.273          0.6096666667   5701.01025     0.54438        222.0206       15.56          0.10132        1.2273         23.2245        1.2273         15.56          
734      bat        0.0003083333333 0.273          0.6096666667   5700.25244     0.54438        222.0205       15.56          0.09993        1.1841         23.2251        1.1841         15.56          
735      bat        0.00035        0.273          0.6096666667   5699.54932     0.54438        222.0207       15.56          0.09993        1.1937         23.2241        1.1937         15.56          
736      bat        0.0003916666667 0.273          0.6096666667   5700.19043     0.54299        222.0203       15.56          0.09993        1.2023         23.2275        1.2023         15.56          
737      bat        0.0004333333333 0.273          0.6096666667   5702.13037     0.54299        222.0207       15.56          0.09993        1.2101         23.2242        1.2101         15.56          
738      bat        0.000475       0.273          0.6096666667   5701.7168      0.54299        222.0205       15.56          0.09993        1.2172         23.2257        1.2172         15.56          
739      bat        0.0005166666667 0.273          0.6096666667   5701.31348     0.54299        222.0204       15.56          0.09993        1.2238         23.2267        1.2238         15.56          
740      bat        0.0005583333333 0.273          0.6096666667   5700.93604     0.54299        222.0203       15.56          0.09993        1.2298         23.227         1.2298         15.56          
741      bat        0.0006         0.273          0.6096666667   5700.5752      0.54299        222.0204       15.56          0.09854        1.1781         23.2269        1.1781         15.56          
742      bat        0.0001         0.2825         0.6096666667   5695.2832      0.54715        221.7619       15.56          0.10271        1.2037         23.1176        1.2037         15.56          
743      bat        0.0001416666667 0.2825         0.6096666667   5696.32715     0.54576        221.7619       15.56          0.10271        1.2304         23.1191        1.2304         15.56          
744      bat        0.0001833333333 0.2825         0.6096666667   5695.66211     0.54576        221.762        15.56          0.10132        1.198          23.1186        1.198          15.56          
745      bat        0.000225       0.2825         0.6096666667   5694.56348     0.54576        221.762        15.56          0.10132        1.2139         23.1189        1.2139         15.56          
746      bat        0.0002666666667 0.2825         0.6096666667   5694.99902     0.54438        221.762        15.56          0.10132        1.2273         23.1218        1.2273         15.56          
747      bat        0.0003083333333 0.2825         0.6096666667   5696.41504     0.54438        221.762        15.56          0.09993        1.1841         23.1169        1.1841         15.56          
748      bat        0.00035        0.2825         0.6096666667   5696.04932     0.54438        221.7621       15.56          0.09993        1.1937         23.1216        1.1937         15.56          
749      bat        0.0003916666667 0.2825         0.6096666667   5695.31738     0.54438        221.7621       15.56          0.09993        1.2023         23.1194        1.2023         15.56          
750      bat        0.0004333333333 0.2825         0.6096666667   5694.95166     0.54438        221.7621       15.56          0.09993        1.2101         23.1218        1.2101         15.56          
751      bat        0.000475       0.2825         0.6096666667   5694.21973     0.54438        221.7621       15.56          0.09993        1.2172         23.1177        1.2172         15.56          
752      bat        0.0005166666667 0.2825         0.6096666667   5695.01465     0.54299        221.7621       15.56          0.09993        1.2238         23.1187        1.2238         15.56          
753      bat        0.0005583333333 0.2825         0.6096666667   5696.34668     0.54299        221.7621       15.56          0.09993        1.2298         23.1191        1.2298         15.56          
754      bat        0.0006         0.2825         0.6096666667   5696.78809     0.54299        221.7621       15.56          0.09993        1.2355         23.119         1.2355         15.56          
755      bat        0.0001         0.292          0.6096666667   5691.16162     0.54715        221.5016       15.56          0.10271        1.2037         23.0126        1.2037         15.56          
756      bat        0.0001416666667 0.292          0.6096666667   5690.2627      0.54715        221.5016       15.56          0.10271        1.2304         23.0145        1.2304         15.56          
757      bat        0.0001833333333 0.292          0.6096666667   5689.73193     0.54576        221.5016       15.56          0.10132        1.198          23.0141        1.198          15.56          
758      bat        0.000225       0.292          0.6096666667   5691.36963     0.54576        221.5017       15.56          0.10132        1.2139         23.0146        1.2139         15.56          
759      bat        0.0002666666667 0.292          0.6096666667   5690.28613     0.54576        221.5017       15.56          0.10132        1.2273         23.0121        1.2273         15.56          
760      bat        0.0003083333333 0.292          0.6096666667   5689.54932     0.54576        221.5017       15.56          0.10132        1.239          23.0128        1.239          15.56          
761      bat        0.00035        0.292          0.6096666667   5689.74414     0.54438        221.5017       15.56          0.09993        1.1937         23.012         1.1937         15.56          
762      bat        0.0003916666667 0.292          0.6096666667   5691.72461     0.54438        221.5017       15.56          0.09993        1.2023         23.0098        1.2023         15.56          
763      bat        0.0004333333333 0.292          0.6096666667   5691.39307     0.54438        221.5017       15.56          0.09993        1.2101         23.0123        1.2101         15.56          
764      bat        0.000475       0.292          0.6096666667   5691.02588     0.54438        221.5017       15.56          0.09993        1.2172         23.014         1.2172         15.56          
765      bat        0.0005166666667 0.292          0.6096666667   5690.29395     0.54438        221.5018       15.56          0.09993        1.2238         23.0093        1.2238         15.56          
766      bat        0.0005583333333 0.292          0.6096666667   5689.92822     0.54438        221.5018       15.56          0.09993        1.2298         23.0097        1.2298         15.56          
767      bat        0.0006         0.292          0.6096666667   5689.56104     0.54438        221.5018       15.56          0.09993        1.2355         23.0096        1.2355         15.56          
768      bat        0.0001         0.3015         0.6096666667   5684.66211     0.54854        221.238        15.56          0.10271        1.2037         22.9011        1.2037         15.56          
769      bat        0.0001416666667 0.3015         0.6096666667   5686.35449     0.54715        221.2379       15.56          0.10271        1.2304         22.9031        1.2304         15.56          
770      bat        0.0001833333333 0.3015         0.6096666667   5684.98291     0.54715        221.2379       15.56          0.10271        1.2512         22.9028        1.2512         15.56          
771      bat        0.000225       0.3015         0.6096666667   5683.86816     0.54715        221.2379       15.56          0.10132        1.2139         22.9034        1.2139         15.56          
772      bat        0.0002666666667 0.3015         0.6096666667   5686.40918     0.54576        221.2381       15.56          0.10132        1.2273         22.901         1.2273         15.56          
773      bat        0.0003083333333 0.3015         0.6096666667   5685.76416     0.54576        221.238        15.56          0.10132        1.239          22.9018        1.239          15.56          
774      bat        0.00035        0.3015         0.6096666667   5685.06494     0.54576        221.2381       15.56          0.10132        1.2493         22.901         1.2493         15.56          
775      bat        0.0003916666667 0.3015         0.6096666667   5684.57275     0.54576        221.2377       15.56          0.09993        1.2023         22.9046        1.2023         15.56          
776      bat        0.0004333333333 0.3015         0.6096666667   5683.95557     0.54576        221.2381       15.56          0.09993        1.2101         22.9014        1.2101         15.56          
777      bat        0.000475       0.3015         0.6096666667   5684.34521     0.54438        221.2379       15.56          0.09993        1.2172         22.9032        1.2172         15.56          
778      bat        0.0005166666667 0.3015         0.6096666667   5685.75586     0.54438        221.2378       15.56          0.09993        1.2238         22.9043        1.2238         15.56          
779      bat        0.0005583333333 0.3015         0.6096666667   5686.3374      0.54438        221.2377       15.56          0.09993        1.2298         22.9047        1.2298         15.56          
780      bat        0.0006         0.3015         0.6096666667   5686.03613     0.54438        221.2378       15.56          0.09993        1.2355         22.9047        1.2355         15.56          
781      bat        0.0001         0.311          0.6096666667   5680.91992     0.54854        220.9708       15.56          0.1041         1.2547         22.7933        1.2547         15.56          
782      bat        0.0001416666667 0.311          0.6096666667   5679.25488     0.54854        220.9707       15.56          0.10271        1.2304         22.7955        1.2304         15.56          
783      bat        0.0001833333333 0.311          0.6096666667   5680.24121     0.54715        220.9707       15.56          0.10271        1.2512         22.7955        1.2512         15.56          
784      bat        0.000225       0.311          0.6096666667   5679.99854     0.54715        220.9707       15.56          0.10132        1.2139         22.7907        1.2139         15.56          
785      bat        0.0002666666667 0.311          0.6096666667   5679.27588     0.54715        220.9708       15.56          0.10132        1.2273         22.7939        1.2273         15.56          
786      bat        0.0003083333333 0.311          0.6096666667   5678.54785     0.54715        220.9708       15.56          0.10132        1.239          22.7948        1.239          15.56          
787      bat        0.00035        0.311          0.6096666667   5680.24902     0.54576        220.9708       15.56          0.10132        1.2493         22.7941        1.2493         15.56          
788      bat        0.0003916666667 0.311          0.6096666667   5680.73291     0.54576        220.9708       15.56          0.10132        1.2586         22.7921        1.2586         15.56          
789      bat        0.0004333333333 0.311          0.6096666667   5680.37988     0.54576        220.9708       15.56          0.09993        1.2101         22.7948        1.2101         15.56          
790      bat        0.000475       0.311          0.6096666667   5679.65479     0.54576        220.9708       15.56          0.09993        1.2172         22.7908        1.2172         15.56          
791      bat        0.0005166666667 0.311          0.6096666667   5679.29004     0.54576        220.9708       15.56          0.09993        1.2238         22.7919        1.2238         15.56          
792      bat        0.0005583333333 0.311          0.6096666667   5678.92432     0.54576        220.9708       15.56          0.09993        1.2298         22.7924        1.2298         15.56          
793      bat        0.0006         0.311          0.6096666667   5678.56104     0.54576        220.9708       15.56          0.09993        1.2355         22.7925        1.2355         15.56          
794      bat        0.0001         0.3205         0.6096666667   5674.04004     0.54993        220.7015       15.56          0.1041         1.2547         22.684         1.2547         15.56          
795      bat        0.0001416666667 0.3205         0.6096666667   5675.49805     0.54854        220.7015       15.56          0.10271        1.2304         22.6812        1.2304         15.56          
796      bat        0.0001833333333 0.3205         0.6096666667   5674.05713     0.54854        220.7015       15.56          0.10271        1.2512         22.6812        1.2512         15.56          
797      bat        0.000225       0.3205         0.6096666667   5673.24023     0.54715        220.7015       15.56          0.10271        1.2682         22.6821        1.2682         15.56          
798      bat        0.0002666666667 0.3205         0.6096666667   5675.52051     0.54715        220.7016       15.56          0.10132        1.2273         22.6798        1.2273         15.56          
799      bat        0.0003083333333 0.3205         0.6096666667   5674.79932     0.54715        220.7016       15.56          0.10132        1.239          22.6808        1.239          15.56          
800      bat        0.00035        0.3205         0.6096666667   5674.0791      0.54715        220.7016       15.56          0.10132        1.2493         22.6801        1.2493         15.56          
801      bat        0.0003916666667 0.3205         0.6096666667   5673.71338     0.54715        220.7016       15.56          0.10132        1.2586         22.6839        1.2586         15.56          
802      bat        0.0004333333333 0.3205         0.6096666667   5673.24756     0.54576        220.7016       15.56          0.10132        1.2671         22.6809        1.2671         15.56          
803      bat        0.000475       0.3205         0.6096666667   5674.6543      0.54576        220.7016       15.56          0.09993        1.2172         22.6827        1.2172         15.56          
804      bat        0.0005166666667 0.3205         0.6096666667   5675.53271     0.54576        220.7016       15.56          0.09993        1.2238         22.684         1.2238         15.56          
805      bat        0.0005583333333 0.3205         0.6096666667   5675.5332      0.54576        220.7016       15.56          0.09993        1.2298         22.6845        1.2298         15.56          
806      bat        0.0006         0.3205         0.6096666667   5675.17432     0.54576        220.7016       15.56          0.09993        1.2355         22.6846        1.2355         15.56          
807      bat        0.0001         0.33           0.6096666667   5670.17822     0.54993        220.4289       15.56          0.1041         1.2547         22.5679        1.2547         15.56          
808      bat        0.0001416666667 0.33           0.6096666667   5668.2915      0.54993        220.4287       15.56          0.10271        1.2304         22.5705        1.2304         15.56          
809      bat        0.0001833333333 0.33           0.6096666667   5669.94824     0.54854        220.4287       15.56          0.10271        1.2512         22.5708        1.2512         15.56          
810      bat        0.000225       0.33           0.6096666667   5669.18213     0.54854        220.4292       15.56          0.10271        1.2682         22.5663        1.2682         15.56          
811      bat        0.0002666666667 0.33           0.6096666667   5668.34473     0.54854        220.4289       15.56          0.10132        1.2273         22.5697        1.2273         15.56          
812      bat        0.0003083333333 0.33           0.6096666667   5667.57666     0.54854        220.4287       15.56          0.10132        1.239          22.5708        1.239          15.56          
813      bat        0.00035        0.33           0.6096666667   5669.97168     0.54715        220.4288       15.56          0.10132        1.2493         22.5703        1.2493         15.56          
814      bat        0.0003916666667 0.33           0.6096666667   5669.83838     0.54715        220.429        15.56          0.10132        1.2586         22.5684        1.2586         15.56          
815      bat        0.0004333333333 0.33           0.6096666667   5669.38379     0.54715        220.4288       15.56          0.10132        1.2671         22.5712        1.2671         15.56          
816      bat        0.000475       0.33           0.6096666667   5668.80176     0.54715        220.4291       15.56          0.10132        1.2747         22.5673        1.2747         15.56          
817      bat        0.0005166666667 0.33           0.6096666667   5668.39648     0.54715        220.429        15.56          0.09993        1.2238         22.5686        1.2238         15.56          
818      bat        0.0005583333333 0.33           0.6096666667   5668.01416     0.54715        220.4289       15.56          0.09993        1.2298         22.5692        1.2298         15.56          
819      bat        0.0006         0.33           0.6096666667   5667.65039     0.54715        220.4289       15.56          0.09993        1.2355         22.5693        1.2355         15.56          
820      bat        0.0001         0.3395         0.6096666667   5662.82275     0.55132        220.1526       15.56          0.1041         1.2547         22.4555        1.2547         15.56          
821      bat        0.0001416666667 0.3395         0.6096666667   5664.26758     0.54993        220.1526       15.56          0.1041         1.2833         22.453         1.2833         15.56          
822      bat        0.0001833333333 0.3395         0.6096666667   5662.83691     0.54993        220.1526       15.56          0.10271        1.2512         22.4534        1.2512         15.56          
823      bat        0.000225       0.3395         0.6096666667   5663.10059     0.54854        220.1527       15.56          0.10271        1.2682         22.4545        1.2682         15.56          
824      bat        0.0002666666667 0.3395         0.6096666667   5664.28711     0.54854        220.1527       15.56          0.10271        1.2827         22.4524        1.2827         15.56          
825      bat        0.0003083333333 0.3395         0.6096666667   5663.5752      0.54854        220.1528       15.56          0.10132        1.239          22.4536        1.239          15.56          
826      bat        0.00035        0.3395         0.6096666667   5662.85352     0.54854        220.1527       15.56          0.10132        1.2493         22.4531        1.2493         15.56          
827      bat        0.0003916666667 0.3395         0.6096666667   5662.49707     0.54854        220.1528       15.56          0.10132        1.2586         22.4571        1.2586         15.56          
828      bat        0.0004333333333 0.3395         0.6096666667   5663.10303     0.54715        220.1528       15.56          0.10132        1.2671         22.4542        1.2671         15.56          
829      bat        0.000475       0.3395         0.6096666667   5664.31836     0.54715        220.1528       15.56          0.10132        1.2747         22.4562        1.2747         15.56          
830      bat        0.0005166666667 0.3395         0.6096666667   5664.30566     0.54715        220.1528       15.56          0.10132        1.2819         22.4516        1.2819         15.56          
831      bat        0.0005583333333 0.3395         0.6096666667   5663.9502      0.54715        220.1529       15.56          0.09993        1.2298         22.4523        1.2298         15.56          
832      bat        0.0006         0.3395         0.6096666667   5663.59082     0.54715        220.1529       15.56          0.09993        1.2355         22.4524        1.2355         15.56          
833      bat        0.0001         0.349          0.6096666667   5658.91992     0.55132        219.8741       15.56          0.1041         1.2547         22.3362        1.2547         15.56          
834      bat        0.0001416666667 0.349          0.6096666667   5657.13379     0.55132        219.8741       15.56          0.1041         1.2833         22.3393        1.2833         15.56          
