%eval_id interface             kd             pw             uv  response_fn_1  response_fn_2  response_fn_3 
1              bat            1.5           0.01       13870000      693.84729        38.6859        2.49021 
2              bat          33.75           0.01       13870000     2987.84302       153.5626        0.74993 
3              bat             66           0.01       13870000     4134.29395       214.6712        0.53326 
4              bat            1.5           0.03       13870000      693.83527        38.7376         1.9166 
5              bat          33.75           0.03       13870000     2987.91528       153.5699        0.72493 
6              bat             66           0.03       13870000     4134.37549       214.6745        0.52076 
7              bat            1.5           0.05       13870000      693.83911         38.761        1.65826 
8              bat          33.75           0.05       13870000     2987.92114       153.5732        0.71382 
9              bat             66           0.05       13870000      4134.1709       214.6749        0.51521 
10             bat            1.5           0.01     15577224.8      693.81116        38.7677        2.49021 
11             bat          33.75           0.01     15577224.8     2479.96777       158.2032        0.80271 
12             bat             66           0.01     15577224.8     3456.88403        222.091        0.57076 
13             bat            1.5           0.03     15577224.8      693.79669        38.8273         1.9166 
14             bat          33.75           0.03     15577224.8     2479.98975       158.2118        0.77771 
15             bat             66           0.03     15577224.8     3456.92871       222.0941        0.55826 
16             bat            1.5           0.05     15577224.8      693.79456        38.8535        1.65826 
17             bat          33.75           0.05     15577224.8     2479.99951       158.2155        0.76521 
18             bat             66           0.05     15577224.8     3456.84692       222.0949        0.55271 
19             bat            1.5           0.01     17284449.6      693.20325        38.8041        2.49021 
20             bat          33.75           0.01     17284449.6     2121.50928       162.4458        0.89993 
21             bat             66           0.01     17284449.6     2977.29028       228.9838        0.63882 
22             bat            1.5           0.03     17284449.6      693.19592         38.872         1.9166 
23             bat          33.75           0.03     17284449.6     2121.53613       162.4544        0.87493 
24             bat             66           0.03     17284449.6     2977.31567       228.9883        0.62493 
25             bat            1.5           0.05     17284449.6      693.09338        38.9026        1.65826 
26             bat          33.75           0.05     17284449.6     2121.53906       162.4581        0.86382 
27             bat             66           0.05     17284449.6     2977.28174       228.9899        0.61937 
