%eval_id interface p+c            Qp             Tp             Bw             Tc             Bwbc           Bwac           
1        bat        0.06           2.3569         284.76         5.9142         139.752        0.4943         0.6552         
2        bat        0.08           2.3569         284.76         5.9142         139.752        0.4943         0.6552         
