%eval_id interface             pd             kd             pw  response_fn_1  response_fn_2 
1              bat           13.3            1.5           0.01      876.47784        44.8585 
2              bat          14.45            1.5           0.01      817.35236        44.2143 
3              bat           15.6            1.5           0.01      789.38855        44.5646 
4              bat           13.3          33.75           0.01     5490.37744        129.319 
5              bat          14.45          33.75           0.01     5462.86963       129.0681 
6              bat           15.6          33.75           0.01     5441.51465       128.8849 
7              bat           13.3             66           0.01     7734.72754       169.8544 
8              bat          14.45             66           0.01     7712.61572       169.6527 
9              bat           15.6             66           0.01      7735.4502        169.861 
10             bat           13.3            1.5           0.03      876.97571        44.8668 
11             bat          14.45            1.5           0.03      817.70441        44.2159 
12             bat           15.6            1.5           0.03      789.56268        44.5563 
13             bat           13.3          33.75           0.03     5490.55566       129.3213 
14             bat          14.45          33.75           0.03     5463.09082       129.0717 
15             bat           15.6          33.75           0.03     5441.92822       128.8779 
16             bat           13.3             66           0.03     7735.01367       169.8568 
17             bat          14.45             66           0.03     7712.78223       169.6542 
18             bat           15.6             66           0.03     7734.91113        169.856 
19             bat           13.3            1.5           0.05      877.52905        44.8751 
20             bat          14.45            1.5           0.05      818.07794         44.217 
21             bat           15.6            1.5           0.05      789.64392        44.5473 
22             bat           13.3          33.75           0.05     5490.67285       129.3227 
23             bat          14.45          33.75           0.05     5462.83691       129.0689 
24             bat           15.6          33.75           0.05     5441.96387       128.8777 
25             bat           13.3             66           0.05     7735.13525        169.858 
26             bat          14.45             66           0.05     7712.97363       169.6562 
27             bat           15.6             66           0.05     7734.24854         169.85 
