%eval_id interface             kd             pw             uv              w 
1              bat            1.5           0.01       13870000         114.03 
2              bat          33.75           0.01       13870000           0.01 
3              bat             66           0.01       13870000           0.01 
4              bat            1.5           0.03       13870000         116.59 
5              bat          33.75           0.03       13870000         113.31 
6              bat             66           0.03       13870000         136.64 
7              bat            1.5           0.05       13870000         116.59 
8              bat          33.75           0.05       13870000         113.35 
9              bat             66           0.05       13870000         136.76 
10             bat            1.5           0.01     15577224.8         114.03 
11             bat          33.75           0.01     15577224.8           0.01 
12             bat             66           0.01     15577224.8           0.01 
13             bat            1.5           0.03     15577224.8         116.59 
14             bat          33.75           0.03     15577224.8         113.16 
15             bat             66           0.03     15577224.8         139.61 
16             bat            1.5           0.05     15577224.8         116.59 
17             bat          33.75           0.05     15577224.8          113.2 
18             bat             66           0.05     15577224.8         139.76 
19             bat            1.5           0.01     17284449.6         114.03 
20             bat          33.75           0.01     17284449.6           0.01 
21             bat             66           0.01     17284449.6           0.01 
22             bat            1.5           0.03     17284449.6         116.59 
23             bat          33.75           0.03     17284449.6         113.01 
24             bat             66           0.03     17284449.6         142.48 
25             bat            1.5           0.05     17284449.6         116.59 
26             bat          33.75           0.05     17284449.6         113.05 
27             bat             66           0.05     17284449.6         142.63 
