%eval_id interface mn             Qp             Tp             Bw             Bd             Tc             Bwbc           Bwac           Bdbc           Bdac           
1        bat        0.016          2.6            2772           8.949          1.2            648            0.899          0.948          0.741          0.741          
2        bat        0.033          2.6            2772           8.949          1.2            648            0.899          0.948          0.741          0.741          
