l_cw l_dh l_ibh l_se e_kd Qp Tp Bw Bd Tc Bwbc Bwac Bdbc Bdac  
1.65 1.224 0.33 0.8438 25 2.59 2772 8.995 1.224 864 1.298 1.344 0.826 1.224 0.164526222228253 0.19860566206895
1.65 1.224 0.346 0.8782 23.4 2.6 2772 8.995 1.224 828 1.234 1.277 0.853 1.224 0.163495112667115 0.198698828696157
1.58 1.224 0.346 0.8094 23.4 2.6 2700 8.925 1.224 936 1.289 1.332 0.823 1.224 0.16702557257846 0.199054930103335
1.58 1.224 0.362 0.775 24.2 2.6 2736 8.925 1.224 900 1.228 1.277 0.838 1.224 0.165812019498155 0.199068535009358
1.65 1.224 0.362 0.8782 24.2 2.6 2772 8.995 1.224 828 1.241 1.289 0.856 1.224 0.163774489673247 0.199158471228033
1.72 1.224 0.378 0.8782 25 2.59 2736 9.065 1.224 828 1.247 1.298 0.86 1.224 0.164366735396379 0.199160354387626
1.72 1.224 0.33 0.8438 25 2.6 2772 9.065 1.224 864 1.295 1.344 0.826 1.224 0.1647022760458 0.199176254531317
1.65 1.224 0.346 0.8438 24.2 2.6 2772 8.995 1.224 864 1.259 1.308 0.847 1.224 0.16415723836915 0.199193234108595
1.79 1.224 0.346 0.9126 24.2 2.59 2772 9.135 1.224 828 1.283 1.332 0.838 1.224 0.164025478588566 0.199268383567529
1.72 1.224 0.346 0.8438 25 2.6 2772 9.065 1.224 864 1.277 1.326 0.841 1.224 0.164169989354226 0.199304328301808
1.58 1.224 0.346 0.775 24.2 2.6 2772 8.925 1.224 900 1.241 1.289 0.829 1.224 0.165412420038982 0.199385654422277
1.58 1.224 0.394 0.8438 25 2.59 2700 8.925 1.224 828 1.204 1.256 0.866 1.224 0.166388687104175 0.199534639484455
1.93 1.224 0.33 0.775 24.2 2.61 2772 9.275 1.224 828 1.082 1.131 0.692 1.224 0.171328723543243 0.199683817126142
1.65 1.224 0.362 0.8438 25 2.6 2772 8.995 1.224 864 1.271 1.32 0.85 1.224 0.164510782952536 0.199739682196026
1.72 1.224 0.346 0.8782 23.4 2.6 2772 9.065 1.224 828 1.228 1.277 0.85 1.224 0.164506543173254 0.199877204310135
1.65 1.224 0.346 0.8438 23.4 2.6 2772 8.995 1.224 864 1.237 1.283 0.853 1.224 0.164756054712481 0.200025713616791
1.58 1.224 0.346 0.8782 23.4 2.6 2808 8.925 1.224 828 1.234 1.283 0.853 1.224 0.164060153991556 0.200058940892182
1.86 1.224 0.346 0.9126 23.4 2.6 2772 9.205 1.224 828 1.259 1.301 0.844 1.224 0.164199633281063 0.200063816649204
1.65 1.224 0.33 0.8438 23.4 2.6 2772 8.995 1.224 900 1.289 1.332 0.82 1.224 0.166054158632028 0.200078772750281
1.65 1.224 0.346 0.8094 25 2.6 2736 8.995 1.224 900 1.295 1.344 0.826 1.224 0.166924268951199 0.200170066361042
1.93 1.224 0.33 0.8094 25 2.6 2736 9.275 1.224 792 1.094 1.143 0.692 1.224 0.172843695327294 0.200171267229655
1.58 1.224 0.33 0.8438 23.4 2.6 2772 8.925 1.224 900 1.292 1.338 0.823 1.224 0.166349535484603 0.200202480469636
1.65 1.224 0.378 0.8782 25 2.59 2772 8.995 1.224 828 1.253 1.301 0.86 1.224 0.164681032818098 0.200260049916985
1.72 1.224 0.362 0.8782 24.2 2.6 2772 9.065 1.224 828 1.241 1.289 0.856 1.224 0.164635820429283 0.20036246159611
1.72 1.224 0.33 0.8094 24.2 2.6 2772 9.065 1.224 900 1.28 1.326 0.823 1.224 0.166041104281254 0.200527127872456
1.58 1.224 0.33 0.8094 24.2 2.6 2772 8.925 1.224 828 1.204 1.253 0.844 1.224 0.16629121123384 0.200542994065784
1.65 1.224 0.362 0.8094 23.4 2.6 2700 8.995 1.224 936 1.274 1.32 0.832 1.224 0.167840108035909 0.200596181400374
1.58 1.224 0.33 0.8782 21.8 2.6 2736 8.925 1.224 900 1.283 1.326 0.85 1.224 0.166706055214677 0.200733494025752
1.58 1.224 0.394 0.8094 25 2.6 2772 8.925 1.224 864 1.216 1.268 0.85 1.224 0.166185475416568 0.200879441827949
1.72 1.176 0.362 0.775 25 2.6 2772 8.775 1.176 864 1.213 1.265 0.838 1.176 0.167749530387301 0.200901170118057
1.58 1.224 0.33 0.9126 23.4 2.59 2772 8.925 1.224 792 1.241 1.289 0.844 1.224 0.166705035295941 0.200903574511177
1.86 1.224 0.33 0.8094 25 2.6 2772 9.205 1.224 792 1.1 1.149 0.695 1.224 0.17274559397702 0.201036160846445
1.72 1.224 0.346 0.8438 23.4 2.6 2772 9.065 1.224 864 1.234 1.28 0.853 1.224 0.165627069937981 0.201229703984868
1.79 1.224 0.346 0.8094 23.4 2.6 2736 9.135 1.224 900 1.244 1.289 0.835 1.224 0.167077071396533 0.201266002470602
1.65 1.224 0.362 0.8438 22.6 2.6 2736 8.995 1.224 900 1.241 1.283 0.85 1.224 0.167089199393977 0.20132984550494
1.58 1.224 0.346 0.9126 24.2 2.59 2772 8.925 1.224 792 1.253 1.301 0.847 1.224 0.167059647066825 0.201450022598609
1.86 1.224 0.346 0.8782 24.2 2.6 2772 9.205 1.224 864 1.283 1.332 0.838 1.224 0.16597683359453 0.201686694283864
1.86 1.224 0.362 0.8094 25 2.6 2772 9.205 1.224 864 1.234 1.283 0.841 1.224 0.166015857789255 0.201712309037962
1.65 1.224 0.378 0.8094 25 2.6 2772 8.995 1.224 900 1.271 1.32 0.835 1.224 0.167068268495508 0.201769346520773
1.79 1.224 0.378 0.8782 24.2 2.6 2736 9.135 1.224 828 1.222 1.271 0.863 1.224 0.166662783114754 0.20192670049298
1.93 1.224 0.346 0.8438 25 2.6 2736 9.275 1.224 828 1.228 1.277 0.856 1.224 0.166380288659555 0.202017969025127
1.58 1.224 0.362 0.9126 25 2.59 2772 8.925 1.224 792 1.262 1.311 0.85 1.224 0.167508043942204 0.202083276241596
1.79 1.224 0.33 0.8438 24.2 2.6 2772 9.135 1.224 828 1.228 1.277 0.856 1.224 0.16614280675998 0.202174090853076
1.86 1.224 0.33 0.775 23.4 2.61 2772 9.205 1.224 828 1.07 1.119 0.701 1.224 0.17434710547248 0.202202504353694
1.58 1.224 0.362 0.8782 21.8 2.6 2772 8.925 1.224 864 1.216 1.259 0.853 1.224 0.16736839752325 0.202207139915381
1.65 1.272 0.346 0.8782 25 2.59 2700 9.281 1.271 828 1.265 1.314 0.85 1.271 0.167683170616199 0.202223724773686
1.72 1.224 0.362 0.775 25 2.6 2772 9.065 1.224 900 1.25 1.298 0.832 1.224 0.16751338131233 0.202340083245863
1.79 1.224 0.362 0.8438 25 2.6 2772 9.135 1.224 864 1.262 1.314 0.85 1.224 0.166510197839193 0.202408079598847
1.72 1.224 0.362 0.8094 24.2 2.6 2772 9.065 1.224 864 1.216 1.265 0.844 1.224 0.167390963804152 0.202454943055907
1.79 1.224 0.378 0.8094 25 2.6 2736 9.135 1.224 864 1.219 1.271 0.856 1.224 0.167562320317329 0.202499373209608
1.93 1.224 0.33 0.8438 24.2 2.6 2736 9.275 1.224 828 1.222 1.271 0.853 1.224 0.167057702567174 0.202513187604362
1.72 1.224 0.346 0.8438 24.2 2.6 2808 9.065 1.224 864 1.256 1.301 0.847 1.224 0.166121128941571 0.202614104818552
1.65 1.224 0.33 0.775 25 2.6 2700 8.995 1.224 936 1.32 1.366 0.805 1.224 0.170877663484006 0.202622593057933
1.86 1.224 0.362 0.8438 23.4 2.6 2700 9.205 1.224 864 1.216 1.265 0.86 1.224 0.168256359005535 0.202649108463491
1.72 1.224 0.378 0.8438 25 2.6 2772 9.065 1.224 864 1.253 1.301 0.86 1.224 0.166645538040645 0.20267836063332
1.79 1.224 0.362 0.8782 23.4 2.6 2736 9.135 1.224 828 1.216 1.262 0.86 1.224 0.167612339054515 0.202682335738882
1.72 1.224 0.378 0.8782 24.2 2.6 2772 9.065 1.224 828 1.228 1.277 0.866 1.224 0.16657860529304 0.202791594109771
1.58 1.224 0.346 0.775 22.6 2.61 2772 8.925 1.224 828 1.045 1.094 0.707 1.224 0.176999192164667 0.202819716834027
1.72 1.224 0.346 0.8094 25 2.6 2772 9.065 1.224 900 1.289 1.338 0.826 1.224 0.168224914149232 0.202896492626555
1.58 1.224 0.362 0.8438 24.2 2.6 2772 8.925 1.224 828 1.21 1.259 0.863 1.224 0.167681667302414 0.202962165286185
1.72 1.224 0.394 0.8782 25 2.6 2772 9.065 1.224 828 1.234 1.286 0.869 1.224 0.166680179509427 0.203077625530536
1.58 1.224 0.362 0.9126 24.2 2.59 2772 8.925 1.224 792 1.241 1.289 0.856 1.224 0.168273688801028 0.203089366860904
1.58 1.224 0.33 0.8438 24.2 2.6 2772 8.925 1.224 900 1.314 1.362 0.817 1.224 0.169387941585295 0.203102639850328
1.65 1.224 0.33 0.775 24.2 2.6 2772 8.995 1.224 864 1.222 1.271 0.86 1.224 0.167543627205709 0.203123675820799
1.65 1.224 0.346 0.775 21.8 2.61 2772 8.995 1.224 864 1.067 1.113 0.713 1.224 0.176109523117184 0.203144877186491
1.58 1.224 0.378 0.8438 25 2.59 2772 8.925 1.224 828 1.216 1.265 0.869 1.224 0.167801802018565 0.203386376033426
1.93 1.224 0.346 0.8782 23.4 2.6 2772 9.275 1.224 864 1.259 1.308 0.844 1.224 0.167168965150806 0.203462747493471
1.65 1.224 0.346 0.9126 23.4 2.6 2772 8.995 1.224 792 1.228 1.274 0.85 1.224 0.168845632691803 0.20369553537063
1.58 1.224 0.378 0.8094 23.4 2.6 2772 8.925 1.224 900 1.222 1.271 0.844 1.224 0.169124689442583 0.203767200414991
1.72 1.224 0.362 0.8782 23.4 2.6 2772 9.065 1.224 828 1.216 1.265 0.86 1.224 0.167946269930485 0.203782031268241
1.65 1.272 0.346 0.8438 25 2.59 2700 9.281 1.271 828 1.228 1.277 0.856 1.271 0.169110945934215 0.203837454281882
1.86 1.224 0.362 0.8438 24.2 2.6 2772 9.205 1.224 864 1.237 1.286 0.853 1.224 0.167579775541867 0.203898101387689
1.93 1.224 0.33 0.775 23.4 2.61 2772 9.275 1.224 828 1.064 1.113 0.698 1.224 0.175934508153256 0.203901713301006
1.65 1.224 0.378 0.8438 25 2.6 2772 8.995 1.224 828 1.213 1.265 0.866 1.224 0.168131902829666 0.203931353741694
1.72 1.224 0.378 0.8094 24.2 2.6 2772 9.065 1.224 900 1.247 1.295 0.841 1.224 0.168718734716514 0.203979427508158
1.72 1.224 0.346 0.775 25 2.6 2736 9.065 1.224 792 1.058 1.106 0.698 1.224 0.178632388119986 0.203988997855843
1.93 1.224 0.362 0.8782 24.2 2.6 2772 9.275 1.224 864 1.271 1.32 0.847 1.224 0.167523903647947 0.204009195580903
1.72 1.224 0.41 0.8438 24.2 2.6 2700 9.065 1.224 864 1.21 1.259 0.875 1.224 0.169552616526028 0.204015034831162
1.79 1.224 0.362 0.8782 24.2 2.59 2808 9.135 1.224 828 1.234 1.283 0.853 1.224 0.167072424156029 0.204043893235457
1.58 1.272 0.346 0.9126 23.4 2.6 2772 9.211 1.271 828 1.259 1.301 0.844 1.271 0.167974354292982 0.204074423231018
1.65 1.224 0.33 0.8438 22.6 2.6 2772 8.995 1.224 828 1.195 1.241 0.847 1.224 0.169456441343563 0.20411634918796
1.86 1.224 0.33 0.8438 24.2 2.6 2772 9.205 1.224 828 1.225 1.271 0.856 1.224 0.167786050696248 0.204159331221153
1.79 1.224 0.346 0.9126 21.8 2.6 2772 9.135 1.224 828 1.216 1.259 0.853 1.224 0.168421144484325 0.204231809432311
1.86 1.224 0.346 0.9126 25 2.59 2736 9.205 1.224 792 1.265 1.314 0.85 1.224 0.169478017572469 0.204335135149802
1.65 1.224 0.362 0.9126 24.2 2.59 2772 8.995 1.224 792 1.237 1.286 0.856 1.224 0.16924156151295 0.204380162784537
1.72 1.224 0.33 0.8438 22.6 2.6 2772 9.065 1.224 864 1.234 1.283 0.869 1.224 0.167952023879724 0.204404510451171
1.93 1.224 0.346 0.775 22.6 2.61 2772 9.275 1.224 864 1.076 1.125 0.704 1.224 0.175979214678495 0.204498577729837
1.58 1.224 0.362 0.8094 23.4 2.6 2772 8.925 1.224 936 1.277 1.323 0.832 1.224 0.169887096615319 0.204520396160502
1.86 1.224 0.346 0.775 23.4 2.61 2772 9.205 1.224 828 1.055 1.1 0.698 1.224 0.177342032894595 0.204607445155151
1.72 1.272 0.362 0.8438 25 2.6 2700 9.351 1.271 864 1.259 1.308 0.85 1.271 0.169640977297146 0.204642035490021
1.86 1.176 0.378 0.8094 25 2.6 2700 8.915 1.176 828 1.186 1.237 0.856 1.176 0.172402271270232 0.204646638218851
1.86 1.224 0.346 0.9126 21.8 2.6 2736 9.205 1.224 864 1.259 1.301 0.875 1.224 0.168286461026496 0.204733645909197
1.86 1.224 0.346 0.775 25 2.6 2772 9.205 1.224 900 1.253 1.301 0.832 1.224 0.169206428770883 0.204748063982017
1.65 1.224 0.346 0.775 24.2 2.6 2772 8.995 1.224 936 1.277 1.326 0.826 1.224 0.17020263873392 0.204891907020382
1.65 1.224 0.378 0.775 25 2.6 2772 8.995 1.224 864 1.198 1.247 0.847 1.224 0.170173292980161 0.204922400775261
1.65 1.224 0.378 0.9126 25 2.59 2772 8.995 1.224 792 1.247 1.295 0.86 1.224 0.169639840307876 0.20502195467889
1.65 1.224 0.362 0.8438 24.2 2.6 2772 8.995 1.224 828 1.204 1.253 0.863 1.224 0.169632848592091 0.205207822320929
1.79 1.224 0.378 0.775 25 2.6 2772 9.135 1.224 900 1.234 1.283 0.841 1.224 0.16970345441872 0.20527022343179
1.58 1.224 0.378 0.775 24.2 2.6 2772 8.925 1.224 936 1.259 1.308 0.835 1.224 0.170597371495322 0.2053272609146
1.58 1.224 0.394 0.8094 24.2 2.6 2772 8.925 1.224 864 1.198 1.247 0.856 1.224 0.170479642063816 0.205357754669479
1.93 1.224 0.33 0.8782 24.2 2.59 2808 9.275 1.224 828 1.259 1.308 0.847 1.224 0.167893746783406 0.205358977796748
1.72 1.224 0.394 0.8438 24.2 2.6 2772 9.065 1.224 864 1.222 1.271 0.866 1.224 0.169177460107843 0.205420562363739
1.58 1.224 0.346 0.9126 23.4 2.59 2808 8.925 1.224 792 1.231 1.277 0.853 1.224 0.16969847658565 0.205454243559797
1.58 1.224 0.362 0.8094 22.6 2.6 2772 8.925 1.224 936 1.253 1.298 0.838 1.224 0.17067390705381 0.20552648677981
1.72 1.272 0.346 0.8094 25 2.6 2700 9.351 1.271 900 1.283 1.332 0.826 1.271 0.171436690905226 0.205553188885805
1.58 1.224 0.346 0.8438 21.8 2.6 2772 8.925 1.224 900 1.241 1.283 0.866 1.224 0.169745655050492 0.205604347500601
1.58 1.224 0.378 0.8094 25 2.6 2772 8.925 1.224 828 1.186 1.237 0.856 1.224 0.17096149016278 0.2056801753044
1.58 1.272 0.346 0.8782 24.2 2.6 2772 9.211 1.271 864 1.283 1.332 0.838 1.271 0.169751554606449 0.205697300865678
1.58 1.272 0.362 0.8094 25 2.6 2772 9.211 1.271 864 1.234 1.283 0.841 1.271 0.169790578801174 0.205722915619776
1.86 1.224 0.394 0.8094 25 2.6 2700 9.205 1.224 864 1.204 1.253 0.866 1.224 0.171189848143066 0.205825337971688
1.79 1.224 0.362 0.775 23.4 2.61 2772 9.135 1.224 828 1.052 1.1 0.71 1.224 0.178704243453531 0.205849663803467
1.93 1.224 0.362 0.8438 25 2.6 2772 9.275 1.224 828 1.219 1.271 0.856 1.224 0.169173360396916 0.205884154922563
1.86 1.176 0.362 0.8094 25 2.6 2772 8.915 1.176 828 1.198 1.25 0.847 1.176 0.17187182347091 0.205965360195872
1.79 1.224 0.362 0.775 24.2 2.6 2772 9.135 1.224 900 1.225 1.271 0.838 1.224 0.170643632198484 0.206025858677692
1.58 1.224 0.378 0.775 23.4 2.61 2772 8.925 1.224 936 1.234 1.283 0.841 1.224 0.171050684938925 0.20604717585042
1.79 1.224 0.362 0.8438 23.4 2.6 2772 9.135 1.224 864 1.222 1.265 0.86 1.224 0.16978542636741 0.206052489890286
1.65 1.224 0.346 0.8438 21.8 2.6 2736 8.995 1.224 864 1.195 1.241 0.863 1.224 0.171614669607854 0.206053938010795
1.86 1.224 0.33 0.9126 24.2 2.59 2772 9.205 1.224 792 1.259 1.305 0.847 1.224 0.170302230301864 0.206092372959806
1.86 1.176 0.346 0.8094 24.2 2.6 2772 8.915 1.176 828 1.192 1.241 0.841 1.176 0.172442705855658 0.206174547354342
1.79 1.224 0.346 0.8094 24.2 2.6 2808 9.135 1.224 900 1.265 1.314 0.832 1.224 0.169837657020587 0.206194981733598
1.65 1.224 0.33 0.8782 21.8 2.6 2808 8.995 1.224 864 1.247 1.289 0.875 1.224 0.168642922350019 0.206249879933171
1.58 1.224 0.362 0.775 23.4 2.61 2772 8.925 1.224 900 1.207 1.253 0.844 1.224 0.171655295955942 0.20625880250928
1.58 1.224 0.346 0.775 23.4 2.6 2736 8.925 1.224 936 1.265 1.311 0.856 1.224 0.171631055312301 0.206327878295853
1.72 1.224 0.33 0.8782 24.2 2.59 2772 9.065 1.224 792 1.228 1.274 0.856 1.224 0.170916696333769 0.206365403152614
1.79 1.272 0.362 0.8438 24.2 2.6 2700 9.421 1.271 864 1.234 1.283 0.853 1.271 0.170945400719151 0.206392473945529
1.65 1.224 0.33 0.8438 24.2 2.6 2772 8.995 1.224 756 1.082 1.131 0.701 1.224 0.179893028525333 0.206403990678982
1.72 1.224 0.362 0.8438 24.2 2.6 2772 9.065 1.224 828 1.204 1.253 0.863 1.224 0.170494179348127 0.206411812689006
1.65 1.224 0.33 0.8094 23.4 2.6 2772 8.995 1.224 936 1.295 1.338 0.823 1.224 0.171833151338066 0.206428792266284
1.65 1.224 0.362 0.775 23.4 2.6 2700 8.995 1.224 936 1.253 1.295 0.866 1.224 0.172012586650408 0.206442037502378
1.93 1.224 0.33 0.8094 24.2 2.6 2772 9.275 1.224 792 1.082 1.131 0.701 1.224 0.178130109131568 0.206458047389386
1.86 1.224 0.33 0.775 22.6 2.61 2772 9.205 1.224 828 1.052 1.1 0.707 1.224 0.17908194575534 0.206507206084113
1.72 1.224 0.33 0.8094 21 2.61 2772 9.065 1.224 828 1.049 1.094 0.716 1.224 0.1797095892322 0.206519819610254
1.65 1.272 0.33 0.8438 24.2 2.6 2736 9.281 1.271 828 1.222 1.271 0.853 1.271 0.170831877334504 0.206523794186176
1.93 1.224 0.346 0.9126 24.2 2.59 2736 9.275 1.224 792 1.241 1.289 0.856 1.224 0.171095266496633 0.206545216137187
1.58 1.224 0.346 0.775 25 2.6 2772 8.925 1.224 936 1.305 1.35 0.82 1.224 0.172406104250498 0.206588076032998
1.58 1.224 0.41 0.775 25 2.6 2772 8.925 1.224 900 1.216 1.268 0.856 1.224 0.171502811102972 0.206734242764718
1.58 1.272 0.362 0.8782 24.2 2.6 2772 9.211 1.271 864 1.271 1.32 0.847 1.271 0.170456869792259 0.20681581179464
1.58 1.224 0.362 0.775 25 2.6 2772 8.925 1.224 936 1.295 1.344 0.829 1.224 0.172269339684327 0.206838531406404
1.58 1.224 0.394 0.775 24.2 2.6 2772 8.925 1.224 936 1.247 1.295 0.844 1.224 0.1717428492982 0.20687979962134
1.65 1.224 0.378 0.9126 24.2 2.59 2772 8.995 1.224 792 1.228 1.274 0.866 1.224 0.171345869180032 0.206982906409309
1.65 1.224 0.346 0.8094 23.4 2.6 2772 8.995 1.224 792 1.058 1.106 0.707 1.224 0.180647017886346 0.206988454314163
1.65 1.224 0.362 0.775 25 2.6 2772 8.995 1.224 936 1.289 1.338 0.829 1.224 0.172124260589596 0.207000855107814
1.86 1.224 0.346 0.775 21 2.61 2700 9.205 1.224 864 1.039 1.085 0.716 1.224 0.182001826563299 0.20703620236106
1.86 1.224 0.378 0.8094 25 2.6 2772 9.205 1.224 864 1.216 1.265 0.856 1.224 0.170662502917931 0.207048716141788
1.65 1.272 0.33 0.947 23.4 2.59 2736 9.281 1.271 828 1.298 1.344 0.847 1.271 0.171512112677819 0.20710596258369
1.79 1.272 0.378 0.8438 25 2.6 2700 9.421 1.271 864 1.244 1.295 0.856 1.271 0.171473108422959 0.207112533144072
1.65 1.272 0.362 0.9126 25 2.59 2736 9.281 1.271 828 1.283 1.332 0.86 1.271 0.170916500673857 0.207130154295894
1.72 1.224 0.378 0.775 25 2.6 2772 9.065 1.224 864 1.192 1.241 0.847 1.224 0.172128411683477 0.207168057810005
1.93 1.224 0.33 0.8782 22.6 2.6 2772 9.275 1.224 828 1.216 1.259 0.856 1.224 0.170501171963613 0.207186238255896
1.58 1.272 0.33 0.9126 24.2 2.59 2736 9.211 1.271 792 1.259 1.301 0.847 1.271 0.172283404334712 0.207191654755295
1.79 1.224 0.346 0.8094 21.8 2.61 2772 9.135 1.224 828 1.055 1.1 0.719 1.224 0.17978743623944 0.207228591399096
1.93 1.176 0.33 0.775 24.2 2.6 2772 8.986 1.176 864 1.222 1.271 0.86 1.176 0.171921889192433 0.207235543725856
1.65 1.224 0.346 0.775 23.4 2.6 2808 8.995 1.224 936 1.259 1.301 0.829 1.224 0.171501629423378 0.207394818783028
1.65 1.224 0.346 0.775 25 2.6 2772 8.995 1.224 936 1.301 1.35 0.82 1.224 0.172933070749666 0.207444844178852
1.72 1.224 0.362 0.8094 23.4 2.6 2772 9.065 1.224 864 1.195 1.241 0.85 1.224 0.172241971471476 0.20745408923077
1.65 1.272 0.33 0.947 21.8 2.6 2772 9.281 1.271 828 1.253 1.295 0.856 1.271 0.170401391395466 0.207464205948822
1.65 1.272 0.346 0.8782 23.4 2.6 2772 9.281 1.271 864 1.259 1.308 0.844 1.271 0.170943139918136 0.207473354075285
1.86 1.224 0.346 0.775 21.8 2.61 2772 9.205 1.224 864 1.064 1.106 0.713 1.224 0.179687600658959 0.207624903846278
1.65 1.224 0.378 0.8094 23.4 2.6 2772 8.995 1.224 864 1.186 1.234 0.85 1.224 0.172849136887354 0.207638987751582
1.72 1.272 0.346 0.9126 23.4 2.6 2736 9.351 1.271 828 1.25 1.295 0.863 1.271 0.170955096708144 0.207639555956803
1.93 1.224 0.346 0.8094 25 2.6 2772 9.275 1.224 900 1.277 1.326 0.841 1.224 0.171250406999442 0.207678204167944
1.58 1.224 0.33 0.775 21.8 2.61 2772 8.925 1.224 936 1.234 1.277 0.85 1.224 0.17223403857121 0.207686520112715
