%eval_id interface l_cw           Qp             Tp             Bw             Bd             Tc             Bwbc           Bwac           Bdbc           Bdac           
1        bat        1.78           2.65           432            9.781          1.3            324            1.57           1.771          0.594          1.3            
2        bat        2.18           2.65           432            9.781          1.3            324            1.57           1.771          0.594          1.3            
