%eval_id interface se             Qp             Tp             Bw             Tc             Bwbc           Bwac           
1        bat        0.821          2.3569         284.76         5.9142         139.752        0.4943         0.6552         
2        bat        1.003          2.3569         284.76         5.9142         139.752        0.4943         0.6552         
