%eval_id interface             kd             pw             uv              q              t 
1              bat            1.5           0.01       13870000        1132.25              6 
2              bat          33.75           0.01       13870000        3516.87            1.2 
3              bat             66           0.01       13870000         4656.3            0.9 
4              bat            1.5           0.03       13870000        1139.96            5.1 
5              bat          33.75           0.03       13870000        3464.72              1 
6              bat             66           0.03       13870000        4762.87            0.8 
7              bat            1.5           0.05       13870000        1132.57            4.9 
8              bat          33.75           0.05       13870000        3432.49              1 
9              bat             66           0.05       13870000        4710.25            0.8 
10             bat            1.5           0.01     15577224.8        1035.65            5.6 
11             bat          33.75           0.01     15577224.8         3152.9            1.1 
12             bat             66           0.01     15577224.8        4221.34            0.9 
13             bat            1.5           0.03     15577224.8        1036.86            4.8 
14             bat          33.75           0.03     15577224.8        3170.86            0.9 
15             bat             66           0.03     15577224.8        4259.11            0.7 
16             bat            1.5           0.05     15577224.8        1034.54            4.5 
17             bat          33.75           0.05     15577224.8        3138.97            0.9 
18             bat             66           0.05     15577224.8        4250.04            0.7 
19             bat            1.5           0.01     17284449.6         927.68            5.5 
20             bat          33.75           0.01     17284449.6        2742.25              1 
21             bat             66           0.01     17284449.6        3723.54            0.8 
22             bat            1.5           0.03     17284449.6         932.41            4.6 
23             bat          33.75           0.03     17284449.6        2745.63            0.8 
24             bat             66           0.03     17284449.6        3680.83            0.7 
25             bat            1.5           0.05     17284449.6         927.84            4.4 
26             bat          33.75           0.05     17284449.6        2712.73            0.8 
27             bat             66           0.05     17284449.6         3715.9            0.6 
