%eval_id interface             kd             pw             uv              w 
1              bat             64           0.03       13870000              0 
2              bat             65           0.03       13870000              0 
3              bat             66           0.03       13870000              0 
4              bat             64           0.04       13870000              0 
5              bat             65           0.04       13870000              0 
6              bat             66           0.04       13870000              0 
7              bat             64           0.05       13870000              0 
8              bat             65           0.05       13870000              0 
9              bat             66           0.05       13870000              0 
10             bat             64           0.03     15577224.8              0 
11             bat             65           0.03     15577224.8              0 
12             bat             66           0.03     15577224.8              0 
13             bat             64           0.04     15577224.8              0 
14             bat             65           0.04     15577224.8              0 
15             bat             66           0.04     15577224.8              0 
16             bat             64           0.05     15577224.8              0 
17             bat             65           0.05     15577224.8              0 
18             bat             66           0.05     15577224.8              0 
19             bat             64           0.03     17284449.6              0 
20             bat             65           0.03     17284449.6              0 
21             bat             66           0.03     17284449.6              0 
22             bat             64           0.04     17284449.6              0 
23             bat             65           0.04     17284449.6              0 
24             bat             66           0.04     17284449.6              0 
25             bat             64           0.05     17284449.6              0 
26             bat             65           0.05     17284449.6              0 
27             bat             66           0.05     17284449.6              0 
