%eval_id interface             kd             pw             uv              w 
1              bat             64           0.03       13870000            2.1 
2              bat             65           0.03       13870000           2.08 
3              bat             66           0.03       13870000           2.07 
4              bat             64           0.04       13870000           2.11 
5              bat             65           0.04       13870000           2.09 
6              bat             66           0.04       13870000           2.06 
7              bat             64           0.05       13870000            2.1 
8              bat             65           0.05       13870000           2.08 
9              bat             66           0.05       13870000           2.06 
10             bat             64           0.03     15577224.8           2.34 
11             bat             65           0.03     15577224.8           2.32 
12             bat             66           0.03     15577224.8           2.31 
13             bat             64           0.04     15577224.8           2.35 
14             bat             65           0.04     15577224.8           2.32 
15             bat             66           0.04     15577224.8           2.31 
16             bat             64           0.05     15577224.8           2.34 
17             bat             65           0.05     15577224.8           2.32 
18             bat             66           0.05     15577224.8            2.3 
19             bat             64           0.03     17284449.6           2.58 
20             bat             65           0.03     17284449.6           2.56 
21             bat             66           0.03     17284449.6           2.54 
22             bat             64           0.04     17284449.6           2.59 
23             bat             65           0.04     17284449.6           2.56 
24             bat             66           0.04     17284449.6           2.54 
25             bat             64           0.05     17284449.6           2.59 
26             bat             65           0.05     17284449.6           2.56 
27             bat             66           0.05     17284449.6           2.53 
