%eval_id interface             kd             pw             uv              q              t 
1              bat            1.5           0.01       13870000        1119.29          251.7 
2              bat         17.625           0.01       13870000        2635.39           16.6 
3              bat          33.75           0.01       13870000        3513.73              9 
4              bat         49.875           0.01       13870000        4097.81            6.3 
5              bat             66           0.01       13870000        4647.58            4.9 
6              bat            1.5           0.02       13870000        1148.96            5.3 
7              bat         17.625           0.02       13870000        2633.03            1.4 
8              bat          33.75           0.02       13870000         3555.5            1.1 
9              bat         49.875           0.02       13870000        4142.98            0.9 
10             bat             66           0.02       13870000        4884.72            0.8 
11             bat            1.5           0.03       13870000        1137.96            5.1 
12             bat         17.625           0.03       13870000        2662.32            1.4 
13             bat          33.75           0.03       13870000        3462.15              1 
14             bat         49.875           0.03       13870000        4189.82            0.9 
15             bat             66           0.03       13870000        4762.95            0.8 
16             bat            1.5           0.04       13870000         1139.4              5 
17             bat         17.625           0.04       13870000        2648.58            1.4 
18             bat          33.75           0.04       13870000        3473.99              1 
19             bat         49.875           0.04       13870000        4168.04            0.9 
20             bat             66           0.04       13870000        4725.22            0.8 
21             bat            1.5           0.05       13870000        1131.13            4.9 
22             bat         17.625           0.05       13870000        2636.51            1.4 
23             bat          33.75           0.05       13870000        3430.27              1 
24             bat         49.875           0.05       13870000        4157.43            0.9 
25             bat             66           0.05       13870000        4709.73            0.8 
26             bat            1.5           0.01     14723612.4        1062.05          251.5 
27             bat         17.625           0.01     14723612.4        2528.54           16.5 
28             bat          33.75           0.01     14723612.4        3293.23              9 
29             bat         49.875           0.01     14723612.4        4007.17            6.3 
30             bat             66           0.01     14723612.4        4572.45            4.9 
31             bat            1.5           0.02     14723612.4        1098.54            5.1 
32             bat         17.625           0.02     14723612.4        2503.13            1.4 
33             bat          33.75           0.02     14723612.4        3353.45              1 
34             bat         49.875           0.02     14723612.4        3980.49            0.9 
35             bat             66           0.02     14723612.4        4568.98            0.8 
36             bat            1.5           0.03     14723612.4        1098.45              5 
37             bat         17.625           0.03     14723612.4        2544.19            1.3 
38             bat          33.75           0.03     14723612.4         3334.6              1 
39             bat         49.875           0.03     14723612.4           3997            0.8 
40             bat             66           0.03     14723612.4        4419.43            0.7 
41             bat            1.5           0.04     14723612.4        1088.48            4.8 
42             bat         17.625           0.04     14723612.4        2533.97            1.3 
43             bat          33.75           0.04     14723612.4        3323.01              1 
44             bat         49.875           0.04     14723612.4        3997.01            0.8 
45             bat             66           0.04     14723612.4        4518.49            0.7 
46             bat            1.5           0.05     14723612.4        1101.88            4.8 
47             bat         17.625           0.05     14723612.4        2525.39            1.3 
48             bat          33.75           0.05     14723612.4        3308.03              1 
49             bat         49.875           0.05     14723612.4        3992.35            0.8 
50             bat             66           0.05     14723612.4        4536.39            0.7 
51             bat            1.5           0.01     15577224.8        1014.44          251.4 
52             bat         17.625           0.01     15577224.8        2397.38           16.4 
53             bat          33.75           0.01     15577224.8        3149.55            8.9 
54             bat         49.875           0.01     15577224.8        3698.28            6.3 
55             bat             66           0.01     15577224.8        4222.19            4.9 
56             bat            1.5           0.02     15577224.8        1046.77              5 
57             bat         17.625           0.02     15577224.8        2385.41            1.3 
58             bat          33.75           0.02     15577224.8        3152.81              1 
59             bat         49.875           0.02     15577224.8        3725.22            0.8 
60             bat             66           0.02     15577224.8        4351.33            0.7 
61             bat            1.5           0.03     15577224.8        1035.08            4.8 
62             bat         17.625           0.03     15577224.8         2412.2            1.2 
63             bat          33.75           0.03     15577224.8        3169.26            0.9 
64             bat         49.875           0.03     15577224.8        3749.56            0.8 
65             bat             66           0.03     15577224.8        4258.39            0.7 
66             bat            1.5           0.04     15577224.8        1036.42            4.7 
67             bat         17.625           0.04     15577224.8        2405.18            1.2 
68             bat          33.75           0.04     15577224.8        3165.82            0.9 
69             bat         49.875           0.04     15577224.8        3738.59            0.8 
70             bat             66           0.04     15577224.8        4262.99            0.7 
71             bat            1.5           0.05     15577224.8        1034.13            4.5 
72             bat         17.625           0.05     15577224.8        2399.84            1.2 
73             bat          33.75           0.05     15577224.8        3137.51            0.9 
74             bat         49.875           0.05     15577224.8        3728.57            0.8 
75             bat             66           0.05     15577224.8        4249.12            0.7 
76             bat            1.5           0.01     16430837.2         961.96          251.3 
77             bat         17.625           0.01     16430837.2        2256.33           16.3 
78             bat          33.75           0.01     16430837.2        2942.81            8.8 
79             bat         49.875           0.01     16430837.2        3513.12            6.2 
80             bat             66           0.01     16430837.2        4004.26            4.8 
81             bat            1.5           0.02     16430837.2         984.69            4.9 
82             bat         17.625           0.02     16430837.2        2251.75            1.2 
83             bat          33.75           0.02     16430837.2         2980.5            0.9 
84             bat         49.875           0.02     16430837.2        3511.59            0.8 
85             bat             66           0.02     16430837.2        4073.74            0.7 
86             bat            1.5           0.03     16430837.2         985.47            4.7 
87             bat         17.625           0.03     16430837.2        2266.19            1.1 
88             bat          33.75           0.03     16430837.2        2935.59            0.9 
89             bat         49.875           0.03     16430837.2        3533.52            0.7 
90             bat             66           0.03     16430837.2        3946.37            0.7 
91             bat            1.5           0.04     16430837.2         986.82            4.6 
92             bat         17.625           0.04     16430837.2        2261.88            1.1 
93             bat          33.75           0.04     16430837.2        2929.54            0.9 
94             bat         49.875           0.04     16430837.2        3524.08            0.7 
95             bat             66           0.04     16430837.2        3978.38            0.6 
96             bat            1.5           0.05     16430837.2         979.52            4.5 
97             bat         17.625           0.05     16430837.2        2259.08            1.1 
98             bat          33.75           0.05     16430837.2        2906.44            0.9 
99             bat         49.875           0.05     16430837.2        3514.23            0.7 
100            bat             66           0.05     16430837.2        3992.88            0.6 
101            bat            1.5           0.01     17284449.6         903.63          251.2 
102            bat         17.625           0.01     17284449.6        2100.11           16.2 
103            bat          33.75           0.01     17284449.6        2738.82            8.8 
104            bat         49.875           0.01     17284449.6        3266.14            6.2 
105            bat             66           0.01     17284449.6        3721.45            4.8 
106            bat            1.5           0.02     17284449.6         920.96            4.8 
107            bat         17.625           0.02     17284449.6        2101.91            1.1 
108            bat          33.75           0.02     17284449.6        2774.28            0.9 
109            bat         49.875           0.02     17284449.6        3266.33            0.8 
110            bat             66           0.02     17284449.6        3798.48            0.7 
111            bat            1.5           0.03     17284449.6         932.25            4.6 
112            bat         17.625           0.03     17284449.6        2105.71              1 
113            bat          33.75           0.03     17284449.6        2744.67            0.8 
114            bat         49.875           0.03     17284449.6         3282.1            0.7 
115            bat             66           0.03     17284449.6        3680.08            0.7 
116            bat            1.5           0.04     17284449.6         932.07            4.5 
117            bat         17.625           0.04     17284449.6        2103.71              1 
118            bat          33.75           0.04     17284449.6        2742.13            0.8 
119            bat         49.875           0.04     17284449.6        3273.44            0.7 
120            bat             66           0.04     17284449.6        3713.77            0.6 
121            bat            1.5           0.05     17284449.6         926.66            4.4 
122            bat         17.625           0.05     17284449.6        2103.18              1 
123            bat          33.75           0.05     17284449.6        2711.78            0.8 
124            bat         49.875           0.05     17284449.6        3264.44            0.7 
125            bat             66           0.05     17284449.6        3714.86            0.6 
