%eval_id interface             kd             pw             uv              q              t 
1              bat            1.5           0.01       13870000              0              0 
2              bat          33.75           0.01       13870000              0              0 
3              bat             66           0.01       13870000              0              0 
4              bat            1.5           0.03       13870000       40510.23            5.7 
5              bat          33.75           0.03       13870000      122876.49            1.1 
6              bat             66           0.03       13870000      165407.62            0.8 
7              bat            1.5           0.05       13870000       39864.99            5.2 
8              bat          33.75           0.05       13870000      120110.51            1.1 
9              bat             66           0.05       13870000      166304.97            0.8 
10             bat            1.5           0.01     15577224.8              0              0 
11             bat          33.75           0.01     15577224.8              0              0 
12             bat             66           0.01     15577224.8              0              0 
13             bat            1.5           0.03     15577224.8       36247.33            5.3 
14             bat          33.75           0.03     15577224.8       108951.8              1 
15             bat             66           0.03     15577224.8      147324.36            0.7 
16             bat            1.5           0.05     15577224.8       36308.59            4.9 
17             bat          33.75           0.05     15577224.8      109226.78            0.9 
18             bat             66           0.05     15577224.8      147771.78            0.7 
19             bat            1.5           0.01     17284449.6              0              0 
20             bat          33.75           0.01     17284449.6              0              0 
21             bat             66           0.01     17284449.6              0              0 
22             bat            1.5           0.03     17284449.6       32385.47            5.2 
23             bat          33.75           0.03     17284449.6       95791.62            0.9 
24             bat             66           0.03     17284449.6      128540.99            0.7 
25             bat            1.5           0.05     17284449.6       32603.78            4.7 
26             bat          33.75           0.05     17284449.6       95310.78            0.8 
27             bat             66           0.05     17284449.6      127547.72            0.7 
