%eval_id interface             kd             pw             uv              w 
1              bat            1.5           0.01       13870000         378.49 
2              bat          33.75           0.01       13870000           0.04 
3              bat             66           0.01       13870000           0.04 
4              bat            1.5           0.03       13870000         382.52 
5              bat          33.75           0.03       13870000         374.13 
6              bat             66           0.03       13870000          391.7 
7              bat            1.5           0.05       13870000         382.52 
8              bat          33.75           0.05       13870000         374.69 
9              bat             66           0.05       13870000         391.28 
10             bat            1.5           0.01     15577224.8         378.49 
11             bat          33.75           0.01     15577224.8           0.04 
12             bat             66           0.01     15577224.8           0.04 
13             bat            1.5           0.03     15577224.8         382.52 
14             bat          33.75           0.03     15577224.8          373.6 
15             bat             66           0.03     15577224.8          397.1 
16             bat            1.5           0.05     15577224.8         382.52 
17             bat          33.75           0.05     15577224.8         374.18 
18             bat             66           0.05     15577224.8         396.68 
19             bat            1.5           0.01     17284449.6         378.49 
20             bat          33.75           0.01     17284449.6           0.04 
21             bat             66           0.01     17284449.6           0.04 
22             bat            1.5           0.03     17284449.6         382.52 
23             bat          33.75           0.03     17284449.6         373.08 
24             bat             66           0.03     17284449.6          402.4 
25             bat            1.5           0.05     17284449.6         382.52 
26             bat          33.75           0.05     17284449.6         373.69 
27             bat             66           0.05     17284449.6         401.96 
