%eval_id interface sd             po             fat            Qp             Tp             Bw             Tc             Bwbc           Bwac           
528      bat        0.0001291666667 0.34           0.6015         2.35628        284.76         5.9378         139.752        0.4939         0.6816         
529      bat        0.0001333333333 0.34           0.6015         2.3571         284.76         5.9381         139.752        0.4958         0.6815         
530      bat        0.0001375      0.34           0.6015         2.35789        284.76         5.9384         139.752        0.4976         0.6814         
531      bat        0.0001416666667 0.34           0.6015         2.35724        284.76         5.9381         139.752        0.4993         0.6833         
532      bat        0.0001458333333 0.34           0.6015         2.35804        284.76         5.9384         139.752        0.5011         0.6831         
533      bat        0.00015        0.34           0.6015         2.35882        284.76         5.9387         139.752        0.5028         0.6828         
534      bat        0.0001         0.35           0.6015         2.34809        289.764        5.9223         144.756        0.4985         0.672          
535      bat        0.0001041666667 0.35           0.6015         2.34873        289.764        5.9225         144.756        0.5007         0.6725         
536      bat        0.0001083333333 0.35           0.6015         2.34937        289.764        5.9227         144.756        0.5029         0.6728         
537      bat        0.0001125      0.35           0.6015         2.35           289.764        5.9229         144.756        0.505          0.6731         
538      bat        0.0001166666667 0.35           0.6015         2.35062        289.764        5.9232         144.756        0.5071         0.6733         
539      bat        0.0001208333333 0.35           0.6015         2.35123        289.764        5.9234         139.752        0.4901         0.6072         
540      bat        0.000125       0.35           0.6015         2.35184        289.764        5.9236         139.752        0.4921         0.6736         
541      bat        0.0001291666667 0.35           0.6015         2.35243        289.764        5.9239         139.752        0.4939         0.6736         
542      bat        0.0001333333333 0.35           0.6015         2.35301        289.764        5.9241         139.752        0.4958         0.6736         
543      bat        0.0001375      0.35           0.6015         2.35377        284.76         5.9244         139.752        0.4976         0.6735         
544      bat        0.0001416666667 0.35           0.6015         2.35465        284.76         5.9247         139.752        0.4993         0.6734         
545      bat        0.0001458333333 0.35           0.6015         2.35552        284.76         5.925          139.752        0.5011         0.6732         
546      bat        0.00015        0.35           0.6015         2.35636        284.76         5.9253         139.752        0.5028         0.6729         
547      bat        0.0001         0.36           0.6015         2.34424        294.732        5.9082         144.756        0.4985         0.6636         
548      bat        0.0001041666667 0.36           0.6015         2.34603        289.764        5.909          144.756        0.5007         0.6621         
549      bat        0.0001083333333 0.36           0.6015         2.34674        289.764        5.9092         144.756        0.5029         0.6625         
550      bat        0.0001125      0.36           0.6015         2.34743        289.764        5.9094         144.756        0.505          0.6628         
551      bat        0.0001166666667 0.36           0.6015         2.34811        289.764        5.9096         144.756        0.5071         0.6631         
552      bat        0.0001208333333 0.36           0.6015         2.34879        289.764        5.9098         144.756        0.5092         0.6633         
553      bat        0.000125       0.36           0.6015         2.34946        289.764        5.9101         144.756        0.5112         0.6634         
554      bat        0.0001291666667 0.36           0.6015         2.35012        289.764        5.9104         139.752        0.4939         0.599          
555      bat        0.0001333333333 0.36           0.6015         2.35076        289.764        5.9106         139.752        0.4958         0.6634         
556      bat        0.0001375      0.36           0.6015         2.35139        289.764        5.9109         139.752        0.4976         0.6633         
557      bat        0.0001416666667 0.36           0.6015         2.35201        289.764        5.9112         139.752        0.4993         0.6632         
558      bat        0.0001458333333 0.36           0.6015         2.35287        284.76         5.9114         139.752        0.5011         0.663          
559      bat        0.00015        0.36           0.6015         2.35377        284.76         5.9117         139.752        0.5028         0.6628         
560      bat        0.0001         0.37           0.6015         2.34189        294.732        5.8946         144.756        0.4985         0.5905         
561      bat        0.0001041666667 0.37           0.6015         2.34234        294.732        5.8947         144.756        0.5007         0.6535         
562      bat        0.0001083333333 0.37           0.6015         2.34417        294.732        5.8955         144.756        0.5029         0.652          
563      bat        0.0001125      0.37           0.6015         2.34474        289.764        5.8957         144.756        0.505          0.6523         
564      bat        0.0001166666667 0.37           0.6015         2.34549        289.764        5.8959         144.756        0.5071         0.6526         
565      bat        0.0001208333333 0.37           0.6015         2.34623        289.764        5.8962         144.756        0.5092         0.6528         
566      bat        0.000125       0.37           0.6015         2.34696        289.764        5.8964         144.756        0.5112         0.6529         
567      bat        0.0001291666667 0.37           0.6015         2.34768        289.764        5.8967         144.756        0.5132         0.653          
568      bat        0.0001333333333 0.37           0.6015         2.34839        289.764        5.8969         144.756        0.5151         0.653          
569      bat        0.0001375      0.37           0.6015         2.34909        289.764        5.8972         139.752        0.4976         0.5904         
570      bat        0.0001416666667 0.37           0.6015         2.34978        289.764        5.8975         139.752        0.4993         0.6528         
571      bat        0.0001458333333 0.37           0.6015         2.35044        289.764        5.8978         139.752        0.5011         0.6527         
572      bat        0.00015        0.37           0.6015         2.35109        289.764        5.8981         139.752        0.5028         0.6525         
573      bat        0.0001         0.38           0.6015         2.33942        294.732        5.8808         149.76         0.517          0.6422         
574      bat        0.0001041666667 0.38           0.6015         2.33994        294.732        5.881          149.76         0.5193         0.6427         
575      bat        0.0001083333333 0.38           0.6015         2.34046        294.732        5.8812         144.756        0.5029         0.5829         
576      bat        0.0001125      0.38           0.6015         2.34238        294.732        5.8819         144.756        0.505          0.6416         
577      bat        0.0001166666667 0.38           0.6015         2.34286        294.732        5.8822         144.756        0.5071         0.6419         
578      bat        0.0001208333333 0.38           0.6015         2.34356        289.764        5.8824         144.756        0.5092         0.6421         
579      bat        0.000125       0.38           0.6015         2.34436        289.764        5.8827         144.756        0.5112         0.6422         
580      bat        0.0001291666667 0.38           0.6015         2.34514        289.764        5.8829         144.756        0.5132         0.6423         
581      bat        0.0001333333333 0.38           0.6015         2.34592        289.764        5.8832         144.756        0.5151         0.6423         
582      bat        0.0001375      0.38           0.6015         2.34667        289.764        5.8834         144.756        0.517          0.6423         
583      bat        0.0001416666667 0.38           0.6015         2.34743        289.764        5.8837         144.756        0.5188         0.6422         
584      bat        0.0001458333333 0.38           0.6015         2.34815        289.764        5.884          139.752        0.5011         0.5813         
585      bat        0.00015        0.38           0.6015         2.34887        289.764        5.8843         139.752        0.5028         0.6419         
586      bat        0.0001         0.39           0.6015         2.33522        294.732        5.8663         149.76         0.517          0.6331         
587      bat        0.0001041666667 0.39           0.6015         2.33741        294.732        5.8671         149.76         0.5193         0.6317         
588      bat        0.0001083333333 0.39           0.6015         2.33799        294.732        5.8673         149.76         0.5216         0.6322         
589      bat        0.0001125      0.39           0.6015         2.33857        294.732        5.8675         149.76         0.5238         0.6326         
590      bat        0.0001166666667 0.39           0.6015         2.33914        294.732        5.8677         144.756        0.5071         0.5748         
591      bat        0.0001208333333 0.39           0.6015         2.34113        294.732        5.8685         144.756        0.5092         0.6312         
592      bat        0.000125       0.39           0.6015         2.34165        294.732        5.8688         144.756        0.5112         0.6313         
593      bat        0.0001291666667 0.39           0.6015         2.34247        289.764        5.869          144.756        0.5132         0.6314         
594      bat        0.0001333333333 0.39           0.6015         2.34331        289.764        5.8693         144.756        0.5151         0.6315         
595      bat        0.0001375      0.39           0.6015         2.34413        289.764        5.8696         144.756        0.517          0.6315         
596      bat        0.0001416666667 0.39           0.6015         2.34495        289.764        5.8698         144.756        0.5188         0.6314         
597      bat        0.0001458333333 0.39           0.6015         2.34575        289.764        5.8701         144.756        0.5206         0.6313         
598      bat        0.00015        0.39           0.6015         2.34653        289.764        5.8704         144.756        0.5224         0.6311         
599      bat        0.0001         0.4            0.6015         2.33253        299.736        5.8523         149.76         0.517          0.6219         
600      bat        0.0001041666667 0.4            0.6015         2.33311        294.732        5.8525         149.76         0.5193         0.6224         
601      bat        0.0001083333333 0.4            0.6015         2.33541        294.732        5.8532         149.76         0.5216         0.621          
602      bat        0.0001125      0.4            0.6015         2.33605        294.732        5.8535         149.76         0.5238         0.6214         
603      bat        0.0001166666667 0.4            0.6015         2.33668        294.732        5.8537         149.76         0.526          0.6217         
604      bat        0.0001208333333 0.4            0.6015         2.33731        294.732        5.8539         149.76         0.5281         0.622          
605      bat        0.000125       0.4            0.6015         2.33794        294.732        5.8542         144.756        0.5112         0.5661         
606      bat        0.0001291666667 0.4            0.6015         2.33855        294.732        5.8544         144.756        0.5132         0.6223         
607      bat        0.0001333333333 0.4            0.6015         2.33916        294.732        5.8547         144.756        0.5151         0.6224         
608      bat        0.0001375      0.4            0.6015         2.33982        289.764        5.855          144.756        0.517          0.6224         
609      bat        0.0001416666667 0.4            0.6015         2.34073        289.764        5.8553         144.756        0.5188         0.6223         
610      bat        0.0001458333333 0.4            0.6015         2.34163        289.764        5.8556         144.756        0.5206         0.6223         
611      bat        0.00015        0.4            0.6015         2.34251        289.764        5.8559         144.756        0.5224         0.6221         
612      bat        0.0001         0.41           0.6015         2.33024        299.736        5.8381         149.76         0.517          0.6104         
613      bat        0.0001041666667 0.41           0.6015         2.33063        299.736        5.8383         149.76         0.5193         0.6109         
614      bat        0.0001083333333 0.41           0.6015         2.33103        299.736        5.8385         149.76         0.5216         0.6114         
615      bat        0.0001125      0.41           0.6015         2.33175        294.732        5.8387         149.76         0.5238         0.6119         
616      bat        0.0001166666667 0.41           0.6015         2.33412        294.732        5.8395         149.76         0.526          0.6103         
617      bat        0.0001208333333 0.41           0.6015         2.33481        294.732        5.8398         149.76         0.5281         0.6106         
618      bat        0.000125       0.41           0.6015         2.3355         294.732        5.84           149.76         0.5302         0.6108         
619      bat        0.0001291666667 0.41           0.6015         2.33617        294.732        5.8403         149.76         0.5323         0.611          
620      bat        0.0001333333333 0.41           0.6015         2.33684        294.732        5.8406         144.756        0.5151         0.5569         
621      bat        0.0001375      0.41           0.6015         2.3375         294.732        5.8408         144.756        0.517          0.6111         
622      bat        0.0001416666667 0.41           0.6015         2.33814        294.732        5.8411         144.756        0.5188         0.611          
623      bat        0.0001458333333 0.41           0.6015         2.33892        289.764        5.8414         144.756        0.5206         0.611          
624      bat        0.00015        0.41           0.6015         2.33987        289.764        5.8417         144.756        0.5224         0.6108         
625      bat        0.0001         0.42           0.6015         2.32624        299.736        5.8232         154.764        0.5354         0.6005         
626      bat        0.0001041666667 0.42           0.6015         2.32672        299.736        5.8234         154.764        0.5378         0.6011         
627      bat        0.0001083333333 0.42           0.6015         2.32874        299.736        5.8242         149.76         0.5216         0.5998         
628      bat        0.0001125      0.42           0.6015         2.32919        299.736        5.8244         149.76         0.5238         0.6002         
629      bat        0.0001166666667 0.42           0.6015         2.32972        294.732        5.8247         149.76         0.526          0.6006         
630      bat        0.0001208333333 0.42           0.6015         2.33051        294.732        5.8249         149.76         0.5281         0.6009         
631      bat        0.000125       0.42           0.6015         2.33129        294.732        5.8252         149.76         0.5302         0.6011         
632      bat        0.0001291666667 0.42           0.6015         2.33368        294.732        5.826          149.76         0.5323         0.5994         
633      bat        0.0001333333333 0.42           0.6015         2.33441        294.732        5.8263         149.76         0.5343         0.5995         
634      bat        0.0001375      0.42           0.6015         2.33513        294.732        5.8266         149.76         0.5362         0.5995         
635      bat        0.0001416666667 0.42           0.6015         2.33584        294.732        5.8269         144.756        0.5188         0.5473         
636      bat        0.0001458333333 0.42           0.6015         2.33654        294.732        5.8272         144.756        0.5206         0.5995         
637      bat        0.00015        0.42           0.6015         2.33722        294.732        5.8275         144.756        0.5224         0.5993         
638      bat        0.0001         0.43           0.6015         2.32366        299.736        5.8088         154.764        0.5354         0.5886         
639      bat        0.0001041666667 0.43           0.6015         2.32421        299.736        5.809          154.764        0.5378         0.5892         
640      bat        0.0001083333333 0.43           0.6015         2.32475        299.736        5.8092         154.764        0.5402         0.5897         
641      bat        0.0001125      0.43           0.6015         2.32529        299.736        5.8094         154.764        0.5425         0.5902         
642      bat        0.0001166666667 0.43           0.6015         2.32739        299.736        5.8103         149.76         0.526          0.5887         
643      bat        0.0001208333333 0.43           0.6015         2.3279         299.736        5.8105         149.76         0.5281         0.5891         
644      bat        0.000125       0.43           0.6015         2.32857        294.732        5.8108         149.76         0.5302         0.5893         
645      bat        0.0001291666667 0.43           0.6015         2.3294         294.732        5.811          149.76         0.5323         0.5895         
646      bat        0.0001333333333 0.43           0.6015         2.33022        294.732        5.8113         149.76         0.5343         0.5896         
647      bat        0.0001375      0.43           0.6015         2.33104        294.732        5.8116         149.76         0.5362         0.5897         
648      bat        0.0001416666667 0.43           0.6015         2.33184        294.732        5.8119         149.76         0.5382         0.5897         
649      bat        0.0001458333333 0.43           0.6015         2.33263        294.732        5.8122         149.76         0.5401         0.5897         
650      bat        0.00015        0.43           0.6015         2.33341        294.732        5.8125         149.76         0.5419         0.5896         
651      bat        0.0001         0.44           0.6015         2.31932        299.736        5.7937         154.764        0.5354         0.5786         
652      bat        0.0001041666667 0.44           0.6015         2.31994        299.736        5.7939         154.764        0.5378         0.5792         
653      bat        0.0001083333333 0.44           0.6015         2.32229        299.736        5.7947         154.764        0.5402         0.578          
654      bat        0.0001125      0.44           0.6015         2.32289        299.736        5.7949         154.764        0.5425         0.5785         
655      bat        0.0001166666667 0.44           0.6015         2.32349        299.736        5.7952         154.764        0.5448         0.5789         
656      bat        0.0001208333333 0.44           0.6015         2.32409        299.736        5.7954         154.764        0.547          0.5792         
657      bat        0.000125       0.44           0.6015         2.32625        299.736        5.7963         149.76         0.5302         0.5776         
658      bat        0.0001291666667 0.44           0.6015         2.32681        299.736        5.7965         149.76         0.5323         0.5778         
659      bat        0.0001333333333 0.44           0.6015         2.32764        294.732        5.7968         149.76         0.5343         0.578          
660      bat        0.0001375      0.44           0.6015         2.32851        294.732        5.7971         149.76         0.5362         0.5781         
661      bat        0.0001416666667 0.44           0.6015         2.32938        294.732        5.7974         149.76         0.5382         0.5781         
662      bat        0.0001458333333 0.44           0.6015         2.33023        294.732        5.7977         149.76         0.5401         0.5781         
663      bat        0.00015        0.44           0.6015         2.33107        294.732        5.798          149.76         0.5419         0.578          
664      bat        0.0001         0.45           0.6015         2.31542        304.74         5.7784         159.732        0.5518         0.5684         
665      bat        0.0001041666667 0.45           0.6015         2.31736        304.74         5.7793         154.764        0.5378         0.5672         
666      bat        0.0001083333333 0.45           0.6015         2.31796        299.736        5.7795         154.764        0.5402         0.5678         
667      bat        0.0001125      0.45           0.6015         2.31864        299.736        5.7797         154.764        0.5425         0.5684         
668      bat        0.0001166666667 0.45           0.6015         2.32106        299.736        5.7805         154.764        0.5448         0.5669         
669      bat        0.0001208333333 0.45           0.6015         2.32172        299.736        5.7808         154.764        0.547          0.5673         
670      bat        0.000125       0.45           0.6015         2.32237        299.736        5.781          154.764        0.5492         0.5676         
671      bat        0.0001291666667 0.45           0.6015         2.32302        299.736        5.7813         154.764        0.5513         0.5678         
672      bat        0.0001333333333 0.45           0.6015         2.32366        299.736        5.7816         154.764        0.5515         0.568          
673      bat        0.0001375      0.45           0.6015         2.3243         299.736        5.7818         149.76         0.5362         0.5682         
674      bat        0.0001416666667 0.45           0.6015         2.32502        294.732        5.7821         149.76         0.5382         0.5682         
675      bat        0.0001458333333 0.45           0.6015         2.32597        294.732        5.7824         149.76         0.5401         0.5682         
676      bat        0.00015        0.45           0.6015         2.3269         294.732        5.7827         149.76         0.5419         0.5682         
677      bat        0.0001         0.33           0.6096666667   2.35349        289.764        5.9406         144.756        0.4985         0.6826         
678      bat        0.0001041666667 0.33           0.6096666667   2.35401        289.764        5.9408         139.752        0.482          0.6129         
679      bat        0.0001083333333 0.33           0.6096666667   2.35452        289.764        5.9411         139.752        0.4841         0.6834         
680      bat        0.0001125      0.33           0.6096666667   2.35502        289.764        5.9413         139.752        0.4862         0.6836         
681      bat        0.0001166666667 0.33           0.6096666667   2.35679        284.76         5.942          139.752        0.4882         0.6818         
682      bat        0.0001208333333 0.33           0.6096666667   2.35758        284.76         5.9422         139.752        0.4901         0.6819         
683      bat        0.000125       0.33           0.6096666667   2.35835        284.76         5.9425         139.752        0.4921         0.6819         
684      bat        0.0001291666667 0.33           0.6096666667   2.35912        284.76         5.9427         139.752        0.4939         0.6819         
685      bat        0.0001333333333 0.33           0.6096666667   2.35987        284.76         5.943          139.752        0.4958         0.6818         
686      bat        0.0001375      0.33           0.6096666667   2.3606         284.76         5.9432         139.752        0.4976         0.6817         
687      bat        0.0001416666667 0.33           0.6096666667   2.35996        284.76         5.943          139.752        0.4993         0.6836         
688      bat        0.0001458333333 0.33           0.6096666667   2.36069        284.76         5.9433         134.748        0.4814         0.6133         
689      bat        0.00015        0.33           0.6096666667   2.36141        284.76         5.9436         134.748        0.4831         0.683          
690      bat        0.0001         0.34           0.6096666667   2.35099        289.764        5.9274         144.756        0.4985         0.6728         
691      bat        0.0001041666667 0.34           0.6096666667   2.35157        289.764        5.9276         144.756        0.5007         0.6732         
692      bat        0.0001083333333 0.34           0.6096666667   2.35215        289.764        5.9278         144.756        0.5029         0.6735         
693      bat        0.0001125      0.34           0.6096666667   2.35271        289.764        5.928          139.752        0.4862         0.6058         
694      bat        0.0001166666667 0.34           0.6096666667   2.35327        289.764        5.9283         139.752        0.4882         0.674          
695      bat        0.0001208333333 0.34           0.6096666667   2.35512        289.764        5.929          139.752        0.4901         0.6721         
696      bat        0.000125       0.34           0.6096666667   2.35571        284.76         5.9293         139.752        0.4921         0.6722         
697      bat        0.0001291666667 0.34           0.6096666667   2.35654        284.76         5.9295         139.752        0.4939         0.6722         
698      bat        0.0001333333333 0.34           0.6096666667   2.35736        284.76         5.9298         139.752        0.4958         0.6721         
699      bat        0.0001375      0.34           0.6096666667   2.35815        284.76         5.93           139.752        0.4976         0.672          
700      bat        0.0001416666667 0.34           0.6096666667   2.3575         284.76         5.9298         139.752        0.4993         0.6739         
701      bat        0.0001458333333 0.34           0.6096666667   2.3583         284.76         5.9301         139.752        0.5011         0.6737         
702      bat        0.00015        0.34           0.6096666667   2.35908        284.76         5.9304         139.752        0.5028         0.6734         
703      bat        0.0001         0.35           0.6096666667   2.34837        289.764        5.9141         144.756        0.4985         0.6627         
704      bat        0.0001041666667 0.35           0.6096666667   2.34901        289.764        5.9143         144.756        0.5007         0.6631         
705      bat        0.0001083333333 0.35           0.6096666667   2.34965        289.764        5.9145         144.756        0.5029         0.6635         
706      bat        0.0001125      0.35           0.6096666667   2.35027        289.764        5.9147         144.756        0.505          0.6638         
707      bat        0.0001166666667 0.35           0.6096666667   2.3509         289.764        5.9149         144.756        0.5071         0.664          
708      bat        0.0001208333333 0.35           0.6096666667   2.35151        289.764        5.9151         139.752        0.4901         0.5981         
709      bat        0.000125       0.35           0.6096666667   2.35212        289.764        5.9154         139.752        0.4921         0.6642         
710      bat        0.0001291666667 0.35           0.6096666667   2.35271        289.764        5.9156         139.752        0.4939         0.6642         
711      bat        0.0001333333333 0.35           0.6096666667   2.35329        289.764        5.9159         139.752        0.4958         0.6642         
712      bat        0.0001375      0.35           0.6096666667   2.35404        284.76         5.9162         139.752        0.4976         0.6641         
713      bat        0.0001416666667 0.35           0.6096666667   2.35492        284.76         5.9165         139.752        0.4993         0.664          
714      bat        0.0001458333333 0.35           0.6096666667   2.35578        284.76         5.9167         139.752        0.5011         0.6638         
715      bat        0.00015        0.35           0.6096666667   2.35663        284.76         5.917          139.752        0.5028         0.6635         
716      bat        0.0001         0.36           0.6096666667   2.34453        294.732        5.9001         144.756        0.4985         0.6543         
717      bat        0.0001041666667 0.36           0.6096666667   2.34632        289.764        5.9008         144.756        0.5007         0.6528         
718      bat        0.0001083333333 0.36           0.6096666667   2.34703        289.764        5.901          144.756        0.5029         0.6532         
719      bat        0.0001125      0.36           0.6096666667   2.34772        289.764        5.9012         144.756        0.505          0.6535         
720      bat        0.0001166666667 0.36           0.6096666667   2.3484         289.764        5.9015         144.756        0.5071         0.6538         
721      bat        0.0001208333333 0.36           0.6096666667   2.34909        289.764        5.9017         144.756        0.5092         0.6539         
722      bat        0.000125       0.36           0.6096666667   2.34976        289.764        5.9019         144.756        0.5112         0.654          
723      bat        0.0001291666667 0.36           0.6096666667   2.35041        289.764        5.9022         139.752        0.4939         0.59           
724      bat        0.0001333333333 0.36           0.6096666667   2.35106        289.764        5.9025         139.752        0.4958         0.6541         
725      bat        0.0001375      0.36           0.6096666667   2.35169        289.764        5.9027         139.752        0.4976         0.654          
726      bat        0.0001416666667 0.36           0.6096666667   2.35231        289.764        5.903          139.752        0.4993         0.6539         
727      bat        0.0001458333333 0.36           0.6096666667   2.35315        284.76         5.9033         139.752        0.5011         0.6537         
728      bat        0.00015        0.36           0.6096666667   2.35406        284.76         5.9036         139.752        0.5028         0.6535         
729      bat        0.0001         0.37           0.6096666667   2.3422         294.732        5.8865         144.756        0.4985         0.5816         
730      bat        0.0001041666667 0.37           0.6096666667   2.34266        294.732        5.8867         144.756        0.5007         0.6443         
731      bat        0.0001083333333 0.37           0.6096666667   2.34449        294.732        5.8875         144.756        0.5029         0.6427         
732      bat        0.0001125      0.37           0.6096666667   2.34505        289.764        5.8877         144.756        0.505          0.6431         
733      bat        0.0001166666667 0.37           0.6096666667   2.3458         289.764        5.8879         144.756        0.5071         0.6433         
734      bat        0.0001208333333 0.37           0.6096666667   2.34654        289.764        5.8881         144.756        0.5092         0.6435         
735      bat        0.000125       0.37           0.6096666667   2.34728        289.764        5.8884         144.756        0.5112         0.6437         
736      bat        0.0001291666667 0.37           0.6096666667   2.348          289.764        5.8886         144.756        0.5132         0.6437         
737      bat        0.0001333333333 0.37           0.6096666667   2.34871        289.764        5.8889         144.756        0.5151         0.6437         
738      bat        0.0001375      0.37           0.6096666667   2.3494         289.764        5.8892         139.752        0.4976         0.5814         
739      bat        0.0001416666667 0.37           0.6096666667   2.35009        289.764        5.8895         139.752        0.4993         0.6436         
740      bat        0.0001458333333 0.37           0.6096666667   2.35076        289.764        5.8898         139.752        0.5011         0.6434         
741      bat        0.00015        0.37           0.6096666667   2.35142        289.764        5.89           139.752        0.5028         0.6432         
742      bat        0.0001         0.38           0.6096666667   2.33975        294.732        5.8728         149.76         0.517          0.633          
743      bat        0.0001041666667 0.38           0.6096666667   2.34026        294.732        5.873          149.76         0.5193         0.6335         
744      bat        0.0001083333333 0.38           0.6096666667   2.34078        294.732        5.8732         144.756        0.5029         0.574          
745      bat        0.0001125      0.38           0.6096666667   2.34271        294.732        5.874          144.756        0.505          0.6324         
746      bat        0.0001166666667 0.38           0.6096666667   2.34319        294.732        5.8742         144.756        0.5071         0.6327         
747      bat        0.0001208333333 0.38           0.6096666667   2.34388        289.764        5.8745         144.756        0.5092         0.6329         
748      bat        0.000125       0.38           0.6096666667   2.34468        289.764        5.8747         144.756        0.5112         0.633          
749      bat        0.0001291666667 0.38           0.6096666667   2.34546        289.764        5.875          144.756        0.5132         0.6331         
750      bat        0.0001333333333 0.38           0.6096666667   2.34624        289.764        5.8752         144.756        0.5151         0.6332         
751      bat        0.0001375      0.38           0.6096666667   2.347          289.764        5.8755         144.756        0.517          0.6331         
752      bat        0.0001416666667 0.38           0.6096666667   2.34775        289.764        5.8758         144.756        0.5188         0.633          
753      bat        0.0001458333333 0.38           0.6096666667   2.34848        289.764        5.8761         139.752        0.5011         0.5724         
754      bat        0.00015        0.38           0.6096666667   2.3492         289.764        5.8764         139.752        0.5028         0.6327         
755      bat        0.0001         0.39           0.6096666667   2.33556        294.732        5.8584         149.76         0.517          0.624          
756      bat        0.0001041666667 0.39           0.6096666667   2.33775        294.732        5.8592         149.76         0.5193         0.6226         
757      bat        0.0001083333333 0.39           0.6096666667   2.33833        294.732        5.8594         149.76         0.5216         0.6231         
758      bat        0.0001125      0.39           0.6096666667   2.33891        294.732        5.8596         149.76         0.5238         0.6234         
759      bat        0.0001166666667 0.39           0.6096666667   2.33948        294.732        5.8599         144.756        0.5071         0.5659         
760      bat        0.0001208333333 0.39           0.6096666667   2.34147        294.732        5.8607         144.756        0.5092         0.622          
761      bat        0.000125       0.39           0.6096666667   2.342          294.732        5.8609         144.756        0.5112         0.6222         
762      bat        0.0001291666667 0.39           0.6096666667   2.34282        289.764        5.8612         144.756        0.5132         0.6223         
763      bat        0.0001333333333 0.39           0.6096666667   2.34365        289.764        5.8614         144.756        0.5151         0.6224         
764      bat        0.0001375      0.39           0.6096666667   2.34448        289.764        5.8617         144.756        0.517          0.6223         
765      bat        0.0001416666667 0.39           0.6096666667   2.34529        289.764        5.862          144.756        0.5188         0.6223         
766      bat        0.0001458333333 0.39           0.6096666667   2.3461         289.764        5.8623         144.756        0.5206         0.6221         
767      bat        0.00015        0.39           0.6096666667   2.34687        289.764        5.8626         144.756        0.5224         0.622          
768      bat        0.0001         0.4            0.6096666667   2.3329         299.736        5.8445         149.76         0.517          0.6128         
769      bat        0.0001041666667 0.4            0.6096666667   2.33347        294.732        5.8447         149.76         0.5193         0.6133         
770      bat        0.0001083333333 0.4            0.6096666667   2.33577        294.732        5.8455         149.76         0.5216         0.6119         
771      bat        0.0001125      0.4            0.6096666667   2.33641        294.732        5.8457         149.76         0.5238         0.6123         
772      bat        0.0001166666667 0.4            0.6096666667   2.33705        294.732        5.8459         149.76         0.526          0.6126         
773      bat        0.0001208333333 0.4            0.6096666667   2.33768        294.732        5.8462         149.76         0.5281         0.6129         
774      bat        0.000125       0.4            0.6096666667   2.3383         294.732        5.8464         144.756        0.5112         0.5573         
775      bat        0.0001291666667 0.4            0.6096666667   2.33891        294.732        5.8467         144.756        0.5132         0.6132         
776      bat        0.0001333333333 0.4            0.6096666667   2.33952        294.732        5.847          144.756        0.5151         0.6133         
777      bat        0.0001375      0.4            0.6096666667   2.34018        289.764        5.8472         144.756        0.517          0.6133         
778      bat        0.0001416666667 0.4            0.6096666667   2.3411         289.764        5.8475         144.756        0.5188         0.6133         
779      bat        0.0001458333333 0.4            0.6096666667   2.34199        289.764        5.8478         144.756        0.5206         0.6132         
780      bat        0.00015        0.4            0.6096666667   2.34287        289.764        5.8481         144.756        0.5224         0.613          
781      bat        0.0001         0.41           0.6096666667   2.33061        299.736        5.8305         149.76         0.517          0.6013         
782      bat        0.0001041666667 0.41           0.6096666667   2.33101        299.736        5.8306         149.76         0.5193         0.6019         
783      bat        0.0001083333333 0.41           0.6096666667   2.33141        299.736        5.8309         149.76         0.5216         0.6024         
784      bat        0.0001125      0.41           0.6096666667   2.33212        294.732        5.8311         149.76         0.5238         0.6028         
785      bat        0.0001166666667 0.41           0.6096666667   2.3345         294.732        5.8319         149.76         0.526          0.6013         
786      bat        0.0001208333333 0.41           0.6096666667   2.33519        294.732        5.8321         149.76         0.5281         0.6016         
787      bat        0.000125       0.41           0.6096666667   2.33587        294.732        5.8324         149.76         0.5302         0.6018         
788      bat        0.0001291666667 0.41           0.6096666667   2.33655        294.732        5.8326         149.76         0.5323         0.6019         
789      bat        0.0001333333333 0.41           0.6096666667   2.33721        294.732        5.8329         144.756        0.5151         0.5482         
790      bat        0.0001375      0.41           0.6096666667   2.33787        294.732        5.8332         144.756        0.517          0.602          
791      bat        0.0001416666667 0.41           0.6096666667   2.33852        294.732        5.8335         144.756        0.5188         0.602          
792      bat        0.0001458333333 0.41           0.6096666667   2.33929        289.764        5.8338         144.756        0.5206         0.6019         
793      bat        0.00015        0.41           0.6096666667   2.34024        289.764        5.8341         144.756        0.5224         0.6018         
794      bat        0.0001         0.42           0.6096666667   2.32663        299.736        5.8157         154.764        0.5354         0.5915         
795      bat        0.0001041666667 0.42           0.6096666667   2.32711        299.736        5.8159         154.764        0.5378         0.5921         
796      bat        0.0001083333333 0.42           0.6096666667   2.32913        299.736        5.8167         149.76         0.5216         0.5908         
797      bat        0.0001125      0.42           0.6096666667   2.32959        299.736        5.8169         149.76         0.5238         0.5912         
798      bat        0.0001166666667 0.42           0.6096666667   2.33011        294.732        5.8171         149.76         0.526          0.5916         
799      bat        0.0001208333333 0.42           0.6096666667   2.3309         294.732        5.8174         149.76         0.5281         0.5919         
800      bat        0.000125       0.42           0.6096666667   2.33168        294.732        5.8176         149.76         0.5302         0.5921         
801      bat        0.0001291666667 0.42           0.6096666667   2.33407        294.732        5.8185         149.76         0.5323         0.5904         
802      bat        0.0001333333333 0.42           0.6096666667   2.3348         294.732        5.8187         149.76         0.5343         0.5905         
803      bat        0.0001375      0.42           0.6096666667   2.33552        294.732        5.819          149.76         0.5362         0.5905         
