%eval_id interface sd             po             fat            Qp             Tp             Bw             Tc             Bwbc           Bwac           
1072     bat        0.0001208333333 0.37           0.626          2.34718        289.764        5.8724         144.756        0.5092         0.6254         
1073     bat        0.000125       0.37           0.626          2.34791        289.764        5.8727         144.756        0.5112         0.6255         
1074     bat        0.0001291666667 0.37           0.626          2.34864        289.764        5.8729         144.756        0.5132         0.6256         
1075     bat        0.0001333333333 0.37           0.626          2.34935        289.764        5.8732         144.756        0.5151         0.6256         
1076     bat        0.0001375      0.37           0.626          2.35005        289.764        5.8735         139.752        0.4976         0.5638         
1077     bat        0.0001416666667 0.37           0.626          2.35074        289.764        5.8737         139.752        0.4993         0.6254         
1078     bat        0.0001458333333 0.37           0.626          2.35141        289.764        5.874          139.752        0.5011         0.6253         
1079     bat        0.00015        0.37           0.626          2.35206        289.764        5.8743         139.752        0.5028         0.625          
1080     bat        0.0001         0.38           0.626          2.34042        294.732        5.8573         149.76         0.517          0.615          
1081     bat        0.0001041666667 0.38           0.626          2.34094        294.732        5.8575         149.76         0.5193         0.6155         
1082     bat        0.0001083333333 0.38           0.626          2.34146        294.732        5.8577         144.756        0.5029         0.5565         
1083     bat        0.0001125      0.38           0.626          2.34339        294.732        5.8585         144.756        0.505          0.6144         
1084     bat        0.0001166666667 0.38           0.626          2.34387        294.732        5.8587         144.756        0.5071         0.6147         
1085     bat        0.0001208333333 0.38           0.626          2.34455        289.764        5.8589         144.756        0.5092         0.6149         
1086     bat        0.000125       0.38           0.626          2.34535        289.764        5.8592         144.756        0.5112         0.615          
1087     bat        0.0001291666667 0.38           0.626          2.34614        289.764        5.8595         144.756        0.5132         0.6151         
1088     bat        0.0001333333333 0.38           0.626          2.34691        289.764        5.8597         144.756        0.5151         0.6151         
1089     bat        0.0001375      0.38           0.626          2.34768        289.764        5.86           144.756        0.517          0.6151         
1090     bat        0.0001416666667 0.38           0.626          2.34843        289.764        5.8603         144.756        0.5188         0.615          
1091     bat        0.0001458333333 0.38           0.626          2.34916        289.764        5.8606         139.752        0.5011         0.5549         
1092     bat        0.00015        0.38           0.626          2.34988        289.764        5.8609         139.752        0.5028         0.6147         
1093     bat        0.0001         0.39           0.626          2.33626        294.732        5.8431         149.76         0.517          0.606          
1094     bat        0.0001041666667 0.39           0.626          2.33846        294.732        5.8439         149.76         0.5193         0.6047         
1095     bat        0.0001083333333 0.39           0.626          2.33904        294.732        5.8441         149.76         0.5216         0.6051         
1096     bat        0.0001125      0.39           0.626          2.33962        294.732        5.8443         149.76         0.5238         0.6055         
1097     bat        0.0001166666667 0.39           0.626          2.34019        294.732        5.8445         144.756        0.5071         0.5485         
1098     bat        0.0001208333333 0.39           0.626          2.34219        294.732        5.8453         144.756        0.5092         0.6041         
1099     bat        0.000125       0.39           0.626          2.34272        294.732        5.8456         144.756        0.5112         0.6043         
1100     bat        0.0001291666667 0.39           0.626          2.34351        289.764        5.8458         144.756        0.5132         0.6044         
1101     bat        0.0001333333333 0.39           0.626          2.34435        289.764        5.8461         144.756        0.5151         0.6044         
1102     bat        0.0001375      0.39           0.626          2.34518        289.764        5.8464         144.756        0.517          0.6044         
1103     bat        0.0001416666667 0.39           0.626          2.346          289.764        5.8467         144.756        0.5188         0.6043         
1104     bat        0.0001458333333 0.39           0.626          2.3468         289.764        5.847          144.756        0.5206         0.6042         
1105     bat        0.00015        0.39           0.626          2.34758        289.764        5.8473         144.756        0.5224         0.6041         
1106     bat        0.0001         0.4            0.626          2.33364        299.736        5.8294         149.76         0.517          0.595          
1107     bat        0.0001041666667 0.4            0.626          2.3342         294.732        5.8296         149.76         0.5193         0.5955         
1108     bat        0.0001083333333 0.4            0.626          2.33651        294.732        5.8304         149.76         0.5216         0.5941         
1109     bat        0.0001125      0.4            0.626          2.33714        294.732        5.8306         149.76         0.5238         0.5945         
1110     bat        0.0001166666667 0.4            0.626          2.33778        294.732        5.8308         149.76         0.526          0.5948         
1111     bat        0.0001208333333 0.4            0.626          2.33841        294.732        5.831          149.76         0.5281         0.5951         
1112     bat        0.000125       0.4            0.626          2.33903        294.732        5.8313         144.756        0.5112         0.54           
1113     bat        0.0001291666667 0.4            0.626          2.33965        294.732        5.8316         144.756        0.5132         0.5954         
1114     bat        0.0001333333333 0.4            0.626          2.34026        294.732        5.8318         144.756        0.5151         0.5955         
1115     bat        0.0001375      0.4            0.626          2.34091        289.764        5.8321         144.756        0.517          0.5955         
1116     bat        0.0001416666667 0.4            0.626          2.34182        289.764        5.8324         144.756        0.5188         0.5954         
1117     bat        0.0001458333333 0.4            0.626          2.34272        289.764        5.8327         144.756        0.5206         0.5953         
1118     bat        0.00015        0.4            0.626          2.3436         289.764        5.833          144.756        0.5224         0.5952         
1119     bat        0.0001         0.41           0.626          2.3314         299.736        5.8155         149.76         0.517          0.5837         
1120     bat        0.0001041666667 0.41           0.626          2.33179        299.736        5.8157         149.76         0.5193         0.5843         
1121     bat        0.0001083333333 0.41           0.626          2.33219        299.736        5.8159         149.76         0.5216         0.5847         
1122     bat        0.0001125      0.41           0.626          2.3329         294.732        5.8161         149.76         0.5238         0.5852         
1123     bat        0.0001166666667 0.41           0.626          2.33528        294.732        5.8169         149.76         0.526          0.5836         
1124     bat        0.0001208333333 0.41           0.626          2.33597        294.732        5.8172         149.76         0.5281         0.5839         
1125     bat        0.000125       0.41           0.626          2.33665        294.732        5.8174         149.76         0.5302         0.5841         
1126     bat        0.0001291666667 0.41           0.626          2.33733        294.732        5.8177         149.76         0.5323         0.5843         
1127     bat        0.0001333333333 0.41           0.626          2.338          294.732        5.818          149.76         0.5324         0.5843         
1128     bat        0.0001375      0.41           0.626          2.33865        294.732        5.8182         144.756        0.517          0.5844         
1129     bat        0.0001416666667 0.41           0.626          2.3393         294.732        5.8185         144.756        0.5188         0.5844         
1130     bat        0.0001458333333 0.41           0.626          2.34007        289.764        5.8188         144.756        0.5206         0.5843         
1131     bat        0.00015        0.41           0.626          2.34102        289.764        5.8191         144.756        0.5224         0.5842         
1132     bat        0.0001         0.42           0.626          2.32755        299.736        5.801          154.764        0.5354         0.5743         
1133     bat        0.0001041666667 0.42           0.626          2.32803        299.736        5.8012         154.764        0.5378         0.5749         
1134     bat        0.0001083333333 0.42           0.626          2.33005        299.736        5.802          149.76         0.5216         0.5736         
1135     bat        0.0001125      0.42           0.626          2.33049        299.736        5.8022         149.76         0.5238         0.574          
1136     bat        0.0001166666667 0.42           0.626          2.33104        294.732        5.8024         149.76         0.526          0.5744         
1137     bat        0.0001208333333 0.42           0.626          2.33182        294.732        5.8026         149.76         0.5281         0.5747         
1138     bat        0.000125       0.42           0.626          2.3326         294.732        5.8029         149.76         0.5302         0.5749         
1139     bat        0.0001291666667 0.42           0.626          2.335          294.732        5.8038         149.76         0.5323         0.5732         
1140     bat        0.0001333333333 0.42           0.626          2.33572        294.732        5.804          149.76         0.5343         0.5733         
1141     bat        0.0001375      0.42           0.626          2.33644        294.732        5.8043         149.76         0.5362         0.5734         
1142     bat        0.0001416666667 0.42           0.626          2.33715        294.732        5.8046         149.76         0.5362         0.5734         
1143     bat        0.0001458333333 0.42           0.626          2.33785        294.732        5.8049         144.756        0.5206         0.5733         
1144     bat        0.00015        0.42           0.626          2.33853        294.732        5.8052         144.756        0.5224         0.5732         
1145     bat        0.0001         0.43           0.626          2.32512        299.736        5.7869         154.764        0.5354         0.5629         
1146     bat        0.0001041666667 0.43           0.626          2.32566        299.736        5.7871         154.764        0.5378         0.5636         
1147     bat        0.0001083333333 0.43           0.626          2.3262         299.736        5.7873         154.764        0.5402         0.5641         
1148     bat        0.0001125      0.43           0.626          2.32674        299.736        5.7875         154.764        0.5425         0.5646         
1149     bat        0.0001166666667 0.43           0.626          2.32882        299.736        5.7883         149.76         0.526          0.5631         
1150     bat        0.0001208333333 0.43           0.626          2.32933        299.736        5.7886         149.76         0.5281         0.5634         
1151     bat        0.000125       0.43           0.626          2.33004        294.732        5.7888         149.76         0.5302         0.5637         
1152     bat        0.0001291666667 0.43           0.626          2.33087        294.732        5.7891         149.76         0.5323         0.5639         
1153     bat        0.0001333333333 0.43           0.626          2.33169        294.732        5.7893         149.76         0.5343         0.564          
1154     bat        0.0001375      0.43           0.626          2.33249        294.732        5.7896         149.76         0.5362         0.5641         
1155     bat        0.0001416666667 0.43           0.626          2.33329        294.732        5.7899         149.76         0.5382         0.5641         
1156     bat        0.0001458333333 0.43           0.626          2.33408        294.732        5.7902         149.76         0.5401         0.5641         
1157     bat        0.00015        0.43           0.626          2.33486        294.732        5.7905         149.76         0.5419         0.564          
1158     bat        0.0001         0.44           0.626          2.32083        299.736        5.7721         154.764        0.5354         0.5532         
1159     bat        0.0001041666667 0.44           0.626          2.32145        299.736        5.7722         154.764        0.5378         0.5538         
1160     bat        0.0001083333333 0.44           0.626          2.3238         299.736        5.7731         154.764        0.5402         0.5526         
1161     bat        0.0001125      0.44           0.626          2.32439        299.736        5.7733         154.764        0.5425         0.553          
1162     bat        0.0001166666667 0.44           0.626          2.32499        299.736        5.7735         154.764        0.5448         0.5535         
1163     bat        0.0001208333333 0.44           0.626          2.32558        299.736        5.7738         154.764        0.547          0.5538         
1164     bat        0.000125       0.44           0.626          2.32773        299.736        5.7746         149.76         0.5302         0.5522         
1165     bat        0.0001291666667 0.44           0.626          2.32828        299.736        5.7749         149.76         0.5323         0.5524         
1166     bat        0.0001333333333 0.44           0.626          2.32915        294.732        5.7752         149.76         0.5343         0.5526         
1167     bat        0.0001375      0.44           0.626          2.33002        294.732        5.7755         149.76         0.5362         0.5527         
1168     bat        0.0001416666667 0.44           0.626          2.33088        294.732        5.7757         149.76         0.5382         0.5527         
1169     bat        0.0001458333333 0.44           0.626          2.33173        294.732        5.776          149.76         0.5401         0.5527         
1170     bat        0.00015        0.44           0.626          2.33256        294.732        5.7763         149.76         0.5419         0.5526         
1171     bat        0.0001         0.45           0.626          2.31641        304.74         5.7647         -1             -1             -1             
1172     bat        0.0001041666667 0.45           0.626          2.31834        304.74         5.7655         -1             -1             -1             
1173     bat        0.0001083333333 0.45           0.626          2.31897        299.736        5.7657         -1             -1             -1             
1174     bat        0.0001125      0.45           0.626          2.31965        299.736        5.7659         -1             -1             -1             
1175     bat        0.0001166666667 0.45           0.626          2.32206        299.736        5.7667         -1             -1             -1             
1176     bat        0.0001208333333 0.45           0.626          2.32271        299.736        5.767          -1             -1             -1             
1177     bat        0.000125       0.45           0.626          2.32336        299.736        5.7672         -1             -1             -1             
1178     bat        0.0001291666667 0.45           0.626          2.32401        299.736        5.7675         -1             -1             -1             
1179     bat        0.0001333333333 0.45           0.626          2.32465        299.736        5.7678         -1             -1             -1             
1180     bat        0.0001375      0.45           0.626          2.32528        299.736        5.7681         -1             -1             -1             
1181     bat        0.0001416666667 0.45           0.626          2.32603        294.732        5.7684         -1             -1             -1             
1182     bat        0.0001458333333 0.45           0.626          2.32698        294.732        5.7687         -1             -1             -1             
1183     bat        0.00015        0.45           0.626          2.3279         294.732        5.769          -1             -1             -1             
1184     bat        0.0001         0.33           0.6341666667   2.35428        289.764        5.9161         144.756        0.4985         0.6549         
1185     bat        0.0001041666667 0.33           0.6341666667   2.3548         289.764        5.9163         139.752        0.482          0.5862         
1186     bat        0.0001083333333 0.33           0.6341666667   2.35531        289.764        5.9165         139.752        0.4841         0.6556         
1187     bat        0.0001125      0.33           0.6341666667   2.35582        289.764        5.9167         139.752        0.4862         0.6559         
1188     bat        0.0001166666667 0.33           0.6341666667   2.35758        289.764        5.9175         139.752        0.4882         0.6541         
1189     bat        0.0001208333333 0.33           0.6341666667   2.35835        284.76         5.9177         139.752        0.4901         0.6542         
1190     bat        0.000125       0.33           0.6341666667   2.35913        284.76         5.918          139.752        0.4921         0.6542         
1191     bat        0.0001291666667 0.33           0.6341666667   2.3599         284.76         5.9182         139.752        0.4939         0.6542         
1192     bat        0.0001333333333 0.33           0.6341666667   2.36065        284.76         5.9185         139.752        0.4958         0.6541         
1193     bat        0.0001375      0.33           0.6341666667   2.36138        284.76         5.9187         139.752        0.4976         0.654          
1194     bat        0.0001416666667 0.33           0.6341666667   2.36075        284.76         5.9185         139.752        0.4993         0.6558         
1195     bat        0.0001458333333 0.33           0.6341666667   2.36148        284.76         5.9188         134.748        0.4814         0.5866         
1196     bat        0.00015        0.33           0.6341666667   2.3622         284.76         5.9191         134.748        0.4831         0.6553         
1197     bat        0.0001         0.34           0.6341666667   2.35182        289.764        5.9032         144.756        0.4985         0.6452         
1198     bat        0.0001041666667 0.34           0.6341666667   2.3524         289.764        5.9034         144.756        0.5007         0.6456         
1199     bat        0.0001083333333 0.34           0.6341666667   2.35298        289.764        5.9036         144.756        0.5029         0.646          
1200     bat        0.0001125      0.34           0.6341666667   2.35355        289.764        5.9038         139.752        0.4862         0.5792         
1201     bat        0.0001166666667 0.34           0.6341666667   2.35411        289.764        5.904          139.752        0.4882         0.6464         
1202     bat        0.0001208333333 0.34           0.6341666667   2.35597        289.764        5.9048         139.752        0.4901         0.6446         
1203     bat        0.000125       0.34           0.6341666667   2.35653        284.76         5.905          139.752        0.4921         0.6447         
1204     bat        0.0001291666667 0.34           0.6341666667   2.35737        284.76         5.9053         139.752        0.4939         0.6446         
1205     bat        0.0001333333333 0.34           0.6341666667   2.35818        284.76         5.9055         139.752        0.4958         0.6446         
1206     bat        0.0001375      0.34           0.6341666667   2.35898        284.76         5.9058         139.752        0.4976         0.6445         
1207     bat        0.0001416666667 0.34           0.6341666667   2.35833        284.76         5.9056         139.752        0.4993         0.6463         
1208     bat        0.0001458333333 0.34           0.6341666667   2.35913        284.76         5.9059         139.752        0.5011         0.6461         
1209     bat        0.00015        0.34           0.6341666667   2.35992        284.76         5.9061         139.752        0.5028         0.6458         
1210     bat        0.0001         0.35           0.6341666667   2.34924        289.764        5.8901         144.756        0.4985         0.6353         
1211     bat        0.0001041666667 0.35           0.6341666667   2.34988        289.764        5.8903         144.756        0.5007         0.6357         
1212     bat        0.0001083333333 0.35           0.6341666667   2.35053        289.764        5.8905         144.756        0.5029         0.6361         
1213     bat        0.0001125      0.35           0.6341666667   2.35116        289.764        5.8907         144.756        0.505          0.6364         
1214     bat        0.0001166666667 0.35           0.6341666667   2.35179        289.764        5.891          144.756        0.5071         0.6366         
1215     bat        0.0001208333333 0.35           0.6341666667   2.3524         289.764        5.8912         139.752        0.4901         0.5717         
1216     bat        0.000125       0.35           0.6341666667   2.35301        289.764        5.8915         139.752        0.4921         0.6368         
1217     bat        0.0001291666667 0.35           0.6341666667   2.35361        289.764        5.8917         139.752        0.4939         0.6369         
1218     bat        0.0001333333333 0.35           0.6341666667   2.35419        289.764        5.892          139.752        0.4958         0.6368         
1219     bat        0.0001375      0.35           0.6341666667   2.35491        284.76         5.8922         139.752        0.4976         0.6367         
1220     bat        0.0001416666667 0.35           0.6341666667   2.3558         284.76         5.8925         139.752        0.4993         0.6366         
1221     bat        0.0001458333333 0.35           0.6341666667   2.35666        284.76         5.8928         139.752        0.5011         0.6364         
1222     bat        0.00015        0.35           0.6341666667   2.35751        284.76         5.8931         139.752        0.5028         0.6362         
1223     bat        0.0001         0.36           0.6341666667   2.34548        294.732        5.8764         144.756        0.4985         0.6271         
1224     bat        0.0001041666667 0.36           0.6341666667   2.34724        289.764        5.8771         144.756        0.5007         0.6256         
1225     bat        0.0001083333333 0.36           0.6341666667   2.34795        289.764        5.8774         144.756        0.5029         0.626          
1226     bat        0.0001125      0.36           0.6341666667   2.34864        289.764        5.8776         144.756        0.505          0.6263         
1227     bat        0.0001166666667 0.36           0.6341666667   2.34933        289.764        5.8778         144.756        0.5071         0.6265         
1228     bat        0.0001208333333 0.36           0.6341666667   2.35001        289.764        5.878          144.756        0.5092         0.6267         
1229     bat        0.000125       0.36           0.6341666667   2.35069        289.764        5.8783         144.756        0.5112         0.6268         
1230     bat        0.0001291666667 0.36           0.6341666667   2.35135        289.764        5.8785         139.752        0.4939         0.5637         
1231     bat        0.0001333333333 0.36           0.6341666667   2.35199        289.764        5.8788         139.752        0.4958         0.6269         
1232     bat        0.0001375      0.36           0.6341666667   2.35263        289.764        5.8791         139.752        0.4976         0.6268         
1233     bat        0.0001416666667 0.36           0.6341666667   2.35325        289.764        5.8794         139.752        0.4993         0.6267         
1234     bat        0.0001458333333 0.36           0.6341666667   2.35407        284.76         5.8796         139.752        0.5011         0.6265         
1235     bat        0.00015        0.36           0.6341666667   2.35499        284.76         5.8799         139.752        0.5028         0.6263         
1236     bat        0.0001         0.37           0.6341666667   2.34318        294.732        5.8631         144.756        0.4985         0.5554         
1237     bat        0.0001041666667 0.37           0.6341666667   2.34364        294.732        5.8633         144.756        0.5007         0.6172         
1238     bat        0.0001083333333 0.37           0.6341666667   2.34547        294.732        5.8641         144.756        0.5029         0.6157         
1239     bat        0.0001125      0.37           0.6341666667   2.34601        289.764        5.8643         144.756        0.505          0.616          
1240     bat        0.0001166666667 0.37           0.6341666667   2.34677        289.764        5.8645         144.756        0.5071         0.6163         
1241     bat        0.0001208333333 0.37           0.6341666667   2.34751        289.764        5.8648         144.756        0.5092         0.6165         
1242     bat        0.000125       0.37           0.6341666667   2.34825        289.764        5.865          144.756        0.5112         0.6166         
1243     bat        0.0001291666667 0.37           0.6341666667   2.34897        289.764        5.8653         144.756        0.5132         0.6167         
1244     bat        0.0001333333333 0.37           0.6341666667   2.34969        289.764        5.8655         144.756        0.5151         0.6167         
1245     bat        0.0001375      0.37           0.6341666667   2.35039        289.764        5.8658         139.752        0.4976         0.5552         
1246     bat        0.0001416666667 0.37           0.6341666667   2.35107        289.764        5.8661         139.752        0.4993         0.6165         
1247     bat        0.0001458333333 0.37           0.6341666667   2.35174        289.764        5.8664         139.752        0.5011         0.6164         
1248     bat        0.00015        0.37           0.6341666667   2.3524         289.764        5.8667         139.752        0.5028         0.6162         
1249     bat        0.0001         0.38           0.6341666667   2.34077        294.732        5.8497         149.76         0.517          0.6062         
1250     bat        0.0001041666667 0.38           0.6341666667   2.34129        294.732        5.8499         149.76         0.5193         0.6067         
1251     bat        0.0001083333333 0.38           0.6341666667   2.34181        294.732        5.8501         144.756        0.5029         0.548          
1252     bat        0.0001125      0.38           0.6341666667   2.34374        294.732        5.8509         144.756        0.505          0.6055         
1253     bat        0.0001166666667 0.38           0.6341666667   2.34422        294.732        5.8511         144.756        0.5071         0.6058         
1254     bat        0.0001208333333 0.38           0.6341666667   2.34489        289.764        5.8514         144.756        0.5092         0.606          
1255     bat        0.000125       0.38           0.6341666667   2.34569        289.764        5.8516         144.756        0.5112         0.6062         
1256     bat        0.0001291666667 0.38           0.6341666667   2.34648        289.764        5.8519         144.756        0.5132         0.6062         
1257     bat        0.0001333333333 0.38           0.6341666667   2.34726        289.764        5.8521         144.756        0.5151         0.6063         
1258     bat        0.0001375      0.38           0.6341666667   2.34802        289.764        5.8524         144.756        0.517          0.6062         
1259     bat        0.0001416666667 0.38           0.6341666667   2.34877        289.764        5.8527         144.756        0.5188         0.6062         
1260     bat        0.0001458333333 0.38           0.6341666667   2.34951        289.764        5.853          139.752        0.5011         0.5464         
1261     bat        0.00015        0.38           0.6341666667   2.35023        289.764        5.8533         139.752        0.5028         0.6058         
1262     bat        0.0001         0.39           0.6341666667   2.33662        294.732        5.8356         149.76         0.517          0.5972         
1263     bat        0.0001041666667 0.39           0.6341666667   2.33882        294.732        5.8364         149.76         0.5193         0.5959         
1264     bat        0.0001083333333 0.39           0.6341666667   2.3394         294.732        5.8366         149.76         0.5216         0.5963         
1265     bat        0.0001125      0.39           0.6341666667   2.33998        294.732        5.8368         149.76         0.5238         0.5967         
1266     bat        0.0001166666667 0.39           0.6341666667   2.34055        294.732        5.8371         144.756        0.5071         0.54           
1267     bat        0.0001208333333 0.39           0.6341666667   2.34255        294.732        5.8379         144.756        0.5092         0.5953         
1268     bat        0.000125       0.39           0.6341666667   2.34308        294.732        5.8381         144.756        0.5112         0.5955         
1269     bat        0.0001291666667 0.39           0.6341666667   2.34387        289.764        5.8384         144.756        0.5132         0.5956         
1270     bat        0.0001333333333 0.39           0.6341666667   2.34471        289.764        5.8386         144.756        0.5151         0.5956         
1271     bat        0.0001375      0.39           0.6341666667   2.34554        289.764        5.8389         144.756        0.517          0.5956         
1272     bat        0.0001416666667 0.39           0.6341666667   2.34636        289.764        5.8392         144.756        0.5188         0.5956         
1273     bat        0.0001458333333 0.39           0.6341666667   2.34716        289.764        5.8395         144.756        0.5206         0.5954         
1274     bat        0.00015        0.39           0.6341666667   2.34794        289.764        5.8398         144.756        0.5224         0.5953         
1275     bat        0.0001         0.4            0.6341666667   2.33402        299.736        5.822          149.76         0.517          0.5862         
1276     bat        0.0001041666667 0.4            0.6341666667   2.33458        294.732        5.8222         149.76         0.5193         0.5868         
1277     bat        0.0001083333333 0.4            0.6341666667   2.33688        294.732        5.823          149.76         0.5216         0.5854         
1278     bat        0.0001125      0.4            0.6341666667   2.33752        294.732        5.8232         149.76         0.5238         0.5858         
1279     bat        0.0001166666667 0.4            0.6341666667   2.33816        294.732        5.8234         149.76         0.526          0.5861         
1280     bat        0.0001208333333 0.4            0.6341666667   2.33879        294.732        5.8236         149.76         0.5281         0.5863         
1281     bat        0.000125       0.4            0.6341666667   2.33941        294.732        5.8239         144.756        0.5112         0.5315         
1282     bat        0.0001291666667 0.4            0.6341666667   2.34003        294.732        5.8242         144.756        0.5132         0.5867         
1283     bat        0.0001333333333 0.4            0.6341666667   2.34064        294.732        5.8244         144.756        0.5151         0.5867         
1284     bat        0.0001375      0.4            0.6341666667   2.34128        289.764        5.8247         144.756        0.517          0.5867         
1285     bat        0.0001416666667 0.4            0.6341666667   2.3422         289.764        5.825          144.756        0.5188         0.5867         
1286     bat        0.0001458333333 0.4            0.6341666667   2.3431         289.764        5.8253         144.756        0.5206         0.5866         
1287     bat        0.00015        0.4            0.6341666667   2.34398        289.764        5.8256         144.756        0.5224         0.5865         
1288     bat        0.0001         0.41           0.6341666667   2.33185        299.736        5.8083         149.76         0.517          0.5752         
1289     bat        0.0001041666667 0.41           0.6341666667   2.33225        299.736        5.8084         149.76         0.5193         0.5758         
1290     bat        0.0001083333333 0.41           0.6341666667   2.33265        299.736        5.8086         149.76         0.5216         0.5763         
1291     bat        0.0001125      0.41           0.6341666667   2.33336        294.732        5.8089         149.76         0.5238         0.5767         
1292     bat        0.0001166666667 0.41           0.6341666667   2.33574        294.732        5.8097         149.76         0.526          0.5752         
1293     bat        0.0001208333333 0.41           0.6341666667   2.33643        294.732        5.8099         149.76         0.5281         0.5754         
1294     bat        0.000125       0.41           0.6341666667   2.33711        294.732        5.8102         149.76         0.5302         0.5757         
1295     bat        0.0001291666667 0.41           0.6341666667   2.33779        294.732        5.8104         149.76         0.5323         0.5758         
1296     bat        0.0001333333333 0.41           0.6341666667   2.33845        294.732        5.8107         149.76         0.5324         0.5759         
1297     bat        0.0001375      0.41           0.6341666667   2.33911        294.732        5.811          144.756        0.517          0.5759         
1298     bat        0.0001416666667 0.41           0.6341666667   2.33976        294.732        5.8113         144.756        0.5188         0.5759         
1299     bat        0.0001458333333 0.41           0.6341666667   2.34054        289.764        5.8116         144.756        0.5206         0.5758         
1300     bat        0.00015        0.41           0.6341666667   2.34148        289.764        5.8119         144.756        0.5224         0.5757         
1301     bat        0.0001         0.42           0.6341666667   2.32802        299.736        5.7938         154.764        0.5354         0.5659         
1302     bat        0.0001041666667 0.42           0.6341666667   2.3285         299.736        5.794          154.764        0.5378         0.5665         
1303     bat        0.0001083333333 0.42           0.6341666667   2.33051        299.736        5.7948         149.76         0.5216         0.5652         
1304     bat        0.0001125      0.42           0.6341666667   2.33096        299.736        5.795          149.76         0.5238         0.5656         
1305     bat        0.0001166666667 0.42           0.6341666667   2.33152        294.732        5.7952         149.76         0.526          0.566          
1306     bat        0.0001208333333 0.42           0.6341666667   2.33231        294.732        5.7955         149.76         0.5281         0.5663         
1307     bat        0.000125       0.42           0.6341666667   2.33308        294.732        5.7957         149.76         0.5302         0.5666         
1308     bat        0.0001291666667 0.42           0.6341666667   2.33547        294.732        5.7966         149.76         0.5323         0.5648         
1309     bat        0.0001333333333 0.42           0.6341666667   2.3362         294.732        5.7968         149.76         0.5343         0.5649         
1310     bat        0.0001375      0.42           0.6341666667   2.33692        294.732        5.7971         149.76         0.5362         0.565          
1311     bat        0.0001416666667 0.42           0.6341666667   2.33762        294.732        5.7974         149.76         0.5362         0.565          
1312     bat        0.0001458333333 0.42           0.6341666667   2.33832        294.732        5.7977         144.756        0.5206         0.5649         
1313     bat        0.00015        0.42           0.6341666667   2.339          294.732        5.798          144.756        0.5224         0.5648         
1314     bat        0.0001         0.43           0.6341666667   2.32562        299.736        5.7798         154.764        0.5354         0.5546         
1315     bat        0.0001041666667 0.43           0.6341666667   2.32615        299.736        5.78           154.764        0.5378         0.5552         
1316     bat        0.0001083333333 0.43           0.6341666667   2.32669        299.736        5.7802         154.764        0.5402         0.5558         
1317     bat        0.0001125      0.43           0.6341666667   2.32723        299.736        5.7804         154.764        0.5425         0.5563         
1318     bat        0.0001166666667 0.43           0.6341666667   2.32931        299.736        5.7812         149.76         0.526          0.5548         
1319     bat        0.0001208333333 0.43           0.6341666667   2.32981        299.736        5.7815         149.76         0.5281         0.5551         
1320     bat        0.000125       0.43           0.6341666667   2.33054        294.732        5.7817         149.76         0.5302         0.5554         
1321     bat        0.0001291666667 0.43           0.6341666667   2.33136        294.732        5.782          149.76         0.5323         0.5555         
1322     bat        0.0001333333333 0.43           0.6341666667   2.33218        294.732        5.7823         149.76         0.5343         0.5557         
1323     bat        0.0001375      0.43           0.6341666667   2.33299        294.732        5.7825         149.76         0.5362         0.5558         
1324     bat        0.0001416666667 0.43           0.6341666667   2.33379        294.732        5.7828         149.76         0.5382         0.5558         
1325     bat        0.0001458333333 0.43           0.6341666667   2.33457        294.732        5.7831         149.76         0.5401         0.5557         
1326     bat        0.00015        0.43           0.6341666667   2.33534        294.732        5.7835         149.76         0.5419         0.5557         
1327     bat        0.0001         0.44           0.6341666667   2.32125        299.736        5.7666         -1             -1             -1             
1328     bat        0.0001041666667 0.44           0.6341666667   2.32187        299.736        5.7667         -1             -1             -1             
1329     bat        0.0001083333333 0.44           0.6341666667   2.32421        299.736        5.7676         -1             -1             -1             
1330     bat        0.0001125      0.44           0.6341666667   2.3248         299.736        5.7678         -1             -1             -1             
1331     bat        0.0001166666667 0.44           0.6341666667   2.3254         299.736        5.768          -1             -1             -1             
1332     bat        0.0001208333333 0.44           0.6341666667   2.32599        299.736        5.7683         -1             -1             -1             
1333     bat        0.000125       0.44           0.6341666667   2.32813        299.736        5.7691         -1             -1             -1             
1334     bat        0.0001291666667 0.44           0.6341666667   2.32869        294.732        5.7694         -1             -1             -1             
1335     bat        0.0001333333333 0.44           0.6341666667   2.32957        294.732        5.7697         -1             -1             -1             
1336     bat        0.0001375      0.44           0.6341666667   2.33043        294.732        5.7699         -1             -1             -1             
1337     bat        0.0001416666667 0.44           0.6341666667   2.33129        294.732        5.7702         -1             -1             -1             
1338     bat        0.0001458333333 0.44           0.6341666667   2.33214        294.732        5.7705         -1             -1             -1             
1339     bat        0.00015        0.44           0.6341666667   2.33297        294.732        5.7708         -1             -1             -1             
1340     bat        0.0001         0.45           0.6341666667   2.31641        304.74         5.7647         -1             -1             -1             
1341     bat        0.0001041666667 0.45           0.6341666667   2.31834        304.74         5.7655         -1             -1             -1             
1342     bat        0.0001083333333 0.45           0.6341666667   2.31897        299.736        5.7657         -1             -1             -1             
1343     bat        0.0001125      0.45           0.6341666667   2.31965        299.736        5.7659         -1             -1             -1             
1344     bat        0.0001166666667 0.45           0.6341666667   2.32206        299.736        5.7667         -1             -1             -1             
1345     bat        0.0001208333333 0.45           0.6341666667   2.32271        299.736        5.767          -1             -1             -1             
