%eval_id interface             pd             kd  response_fn_1  response_fn_2 
1              bat           13.3            1.5      822.22229        41.6541 
2              bat          14.45            1.5       788.1579        42.4522 
3              bat           15.6            1.5      988.18878        44.7891 
4              bat           13.3          33.75      5527.2251       125.6411 
5              bat          14.45          33.75     5566.65088       125.9975 
6              bat           15.6          33.75     5630.01416       126.5677 
7              bat           13.3             66     7766.55566       166.0391 
8              bat          14.45             66     7810.16602       166.4344 
9              bat           15.6             66     7840.61816       166.7091 
