 
    Time(hr),     Qbreach,    Qspill,    zs_upstr, zs_downstr, zb_breach, B_bottom,    B_top,  Areabreach, Brchsideslope, Vol_watout, USSedRate, DSSedRate 
    13.96799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.96937     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.97910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98188     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.98882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99438     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    13.99993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00688     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.00965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.01937     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.02910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03187     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.03882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04438     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.04993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05688     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.05965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.06938     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.07910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08187     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.08882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09437     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.09993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10688     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.10965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.11938     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.12910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13188     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.13882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14437     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.14993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15687     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.15965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.16938     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.17910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18188     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.18882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19438     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.19993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20687     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.20965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.21937     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.22910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.23049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.23188     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.23326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.23465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.23604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
    14.23743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
