 
    Time(hr),     Qbreach,    Qspill,    zs_upstr, zs_downstr, zb_breach, B_bottom,    B_top,  Areabreach, Brchsideslope, Vol_watout, USSedRate, DSSedRate 
     2.19576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.19715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.19854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.19993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20688     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.20965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.21937     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.22910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23187     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.23882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24437     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.24993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25688     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.25965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.26938     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.27910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28187     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.28882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29437     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.29993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30687     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.30965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.31938     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.32910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33188     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.33882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34437     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.34993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35687     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.35965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.36937     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.37910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38188     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.38882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39438     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.39993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40687     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.40965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41660     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41799     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.41937     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42076     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42215     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42354     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42493     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42632     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42771     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.42910     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43049     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43187     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43326     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43465     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43604     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43743     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.43882     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44021     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44160     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44299     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44438     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44576     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44715     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44854     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.44993     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45132     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45271     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45410     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45549     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45688     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45826     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.45965     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.46104     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.46243     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.46382     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
     2.46521     -0.05019      0.00000    -2.1284    -2.1283    -2.5000   132.2179   169.8500   345.8216     1.0576   17500490.000    0.00000    0.00000
