%eval_id interface wt             kd             st             tu             cw             ch             ph             se             Qp             Tp             Bw             Bd             Tc             Bwbc           Bwac           Bdbc           Bdac           
42       bat        2.09           146.5          271.5          0.08           1.78           1.2            0.2            2.694          1.35           360            4.441          1.2            288            0.957          1.478          0.698          0.698          
43       bat        1.76           270            271.5          0.08           1.78           1.2            0.2            2.694          2.16           360            6.319          1.2            288            1.173          2.661          0.415          1.158          
44       bat        1.925          270            271.5          0.08           1.78           1.2            0.2            2.694          2.16           360            6.319          1.2            288            1.173          2.661          0.415          1.158          
45       bat        2.09           270            271.5          0.08           1.78           1.2            0.2            2.694          2.16           360            6.319          1.2            288            1.173          2.661          0.415          1.158          
46       bat        1.76           23             314            0.08           1.78           1.2            0.2            2.694          0.6            720            1.658          1.2            1800           1.216          1.356          0.582          0.582          
47       bat        1.925          23             314            0.08           1.78           1.2            0.2            2.694          0.6            720            1.658          1.2            1800           1.216          1.356          0.582          0.582          
48       bat        2.09           23             314            0.08           1.78           1.2            0.2            2.694          0.6            720            1.658          1.2            1800           1.216          1.356          0.582          0.582          
49       bat        1.76           146.5          314            0.08           1.78           1.2            0.2            2.694          1.35           360            4.441          1.2            288            0.957          1.478          0.698          0.698          
50       bat        1.925          146.5          314            0.08           1.78           1.2            0.2            2.694          1.35           360            4.441          1.2            288            0.957          1.478          0.698          0.698          
51       bat        2.09           146.5          314            0.08           1.78           1.2            0.2            2.694          1.35           360            4.441          1.2            288            0.957          1.478          0.698          0.698          
52       bat        1.76           270            314            0.08           1.78           1.2            0.2            2.694          2.16           360            6.319          1.2            288            1.173          2.661          0.415          1.158          
53       bat        1.925          270            314            0.08           1.78           1.2            0.2            2.694          2.16           360            6.319          1.2            288            1.173          2.661          0.415          1.158          
54       bat        2.09           270            314            0.08           1.78           1.2            0.2            2.694          2.16           360            6.319          1.2            288            1.173          2.661          0.415          1.158          
55       bat        1.76           23             229            0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
56       bat        1.925          23             229            0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
57       bat        2.09           23             229            0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
58       bat        1.76           146.5          229            0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
59       bat        1.925          146.5          229            0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
60       bat        2.09           146.5          229            0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
61       bat        1.76           270            229            0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
62       bat        1.925          270            229            0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
63       bat        2.09           270            229            0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
64       bat        1.76           23             271.5          0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
65       bat        1.925          23             271.5          0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
66       bat        2.09           23             271.5          0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
67       bat        1.76           146.5          271.5          0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
68       bat        1.925          146.5          271.5          0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
69       bat        2.09           146.5          271.5          0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
70       bat        1.76           270            271.5          0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
71       bat        1.925          270            271.5          0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
72       bat        2.09           270            271.5          0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
73       bat        1.76           23             314            0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
74       bat        1.925          23             314            0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
75       bat        2.09           23             314            0.16           1.78           1.2            0.2            2.694          0.6            720            1.643          1.2            1800           1.21           1.35           0.582          0.582          
76       bat        1.76           146.5          314            0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
77       bat        1.925          146.5          314            0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
78       bat        2.09           146.5          314            0.16           1.78           1.2            0.2            2.694          1.35           360            4.38           1.2            288            0.951          1.472          0.695          0.695          
79       bat        1.76           270            314            0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
80       bat        1.925          270            314            0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
81       bat        2.09           270            314            0.16           1.78           1.2            0.2            2.694          2.16           360            6.245          1.2            288            1.161          2.652          0.411          1.158          
82       bat        1.76           23             229            0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
83       bat        1.925          23             229            0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
84       bat        2.09           23             229            0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
85       bat        1.76           146.5          229            0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
86       bat        1.925          146.5          229            0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
87       bat        2.09           146.5          229            0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
88       bat        1.76           270            229            0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
89       bat        1.925          270            229            0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
90       bat        2.09           270            229            0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
91       bat        1.76           23             271.5          0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
92       bat        1.925          23             271.5          0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
93       bat        2.09           23             271.5          0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
94       bat        1.76           146.5          271.5          0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
95       bat        1.925          146.5          271.5          0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
96       bat        2.09           146.5          271.5          0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
97       bat        1.76           270            271.5          0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
98       bat        1.925          270            271.5          0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
99       bat        2.09           270            271.5          0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
100      bat        1.76           23             314            0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
101      bat        1.925          23             314            0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
102      bat        2.09           23             314            0              1.98           1.2            0.2            2.694          0.6            720            1.673          1.2            1800           1.21           1.353          0.579          0.579          
103      bat        1.76           146.5          314            0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
104      bat        1.925          146.5          314            0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
105      bat        2.09           146.5          314            0              1.98           1.2            0.2            2.694          1.34           360            4.493          1.2            288            0.939          1.46           0.689          0.689          
106      bat        1.76           270            314            0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
107      bat        1.925          270            314            0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
108      bat        2.09           270            314            0              1.98           1.2            0.2            2.694          2.16           360            6.398          1.2            288            1.158          2.643          0.411          1.155          
109      bat        1.76           23             229            0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
110      bat        1.925          23             229            0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
111      bat        2.09           23             229            0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
112      bat        1.76           146.5          229            0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
113      bat        1.925          146.5          229            0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
114      bat        2.09           146.5          229            0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
115      bat        1.76           270            229            0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
116      bat        1.925          270            229            0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
117      bat        2.09           270            229            0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
118      bat        1.76           23             271.5          0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
119      bat        1.925          23             271.5          0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
120      bat        2.09           23             271.5          0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
121      bat        1.76           146.5          271.5          0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
122      bat        1.925          146.5          271.5          0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
123      bat        2.09           146.5          271.5          0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
124      bat        1.76           270            271.5          0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
125      bat        1.925          270            271.5          0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
126      bat        2.09           270            271.5          0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
127      bat        1.76           23             314            0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
128      bat        1.925          23             314            0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
129      bat        2.09           23             314            0.08           1.98           1.2            0.2            2.694          0.6            720            1.655          1.2            1800           1.204          1.35           0.576          0.576          
130      bat        1.76           146.5          314            0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
131      bat        1.925          146.5          314            0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
132      bat        2.09           146.5          314            0.08           1.98           1.2            0.2            2.694          1.34           360            4.423          1.2            288            0.93           1.451          0.686          0.686          
133      bat        1.76           270            314            0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
134      bat        1.925          270            314            0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
135      bat        2.09           270            314            0.08           1.98           1.2            0.2            2.694          2.16           360            6.306          1.2            288            1.143          2.637          0.411          1.155          
136      bat        1.76           23             229            0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
137      bat        1.925          23             229            0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
138      bat        2.09           23             229            0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
139      bat        1.76           146.5          229            0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
140      bat        1.925          146.5          229            0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
141      bat        2.09           146.5          229            0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
142      bat        1.76           270            229            0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
