%eval_id interface             kd             pw             uv              q              t 
1              bat             64           0.03       13870000      163533.05            0.8 
2              bat             65           0.03       13870000       165102.8            0.8 
3              bat             66           0.03       13870000      166538.12            0.8 
4              bat             64           0.04       13870000      161904.19            0.8 
5              bat             65           0.04       13870000      165467.16            0.8 
6              bat             66           0.04       13870000      167090.14            0.8 
7              bat             64           0.05       13870000      164549.61            0.8 
8              bat             65           0.05       13870000      165706.12            0.8 
9              bat             66           0.05       13870000      166316.62            0.8 
10             bat             64           0.03     15577224.8      146008.31            0.7 
11             bat             65           0.03     15577224.8      147300.06            0.7 
12             bat             66           0.03     15577224.8      148458.44            0.7 
13             bat             64           0.04     15577224.8      144338.98            0.7 
14             bat             65           0.04     15577224.8       147236.7            0.7 
15             bat             66           0.04     15577224.8       148232.7            0.7 
16             bat             64           0.05     15577224.8      146187.72            0.7 
17             bat             65           0.05     15577224.8      147118.44            0.7 
18             bat             66           0.05     15577224.8      147998.73            0.7 
19             bat             64           0.03     17284449.6      127420.77            0.7 
20             bat             65           0.03     17284449.6      128095.03            0.7 
21             bat             66           0.03     17284449.6      128704.58            0.7 
22             bat             64           0.04     17284449.6      125712.95            0.7 
23             bat             65           0.04     17284449.6      127032.52            0.7 
24             bat             66           0.04     17284449.6      127879.29            0.7 
25             bat             64           0.05     17284449.6       126094.6            0.7 
26             bat             65           0.05     17284449.6      126948.63            0.7 
27             bat             66           0.05     17284449.6      127752.85            0.7 
