%eval_id interface             kd             pw             uv              w 
1              bat            1.5           0.01       13870000         116.59 
2              bat          33.75           0.01       13870000         113.12 
3              bat             66           0.01       13870000         137.53 
4              bat            1.5           0.03       13870000         116.59 
5              bat          33.75           0.03       13870000         113.32 
6              bat             66           0.03       13870000         137.32 
7              bat            1.5           0.05       13870000         116.59 
8              bat          33.75           0.05       13870000         113.35 
9              bat             66           0.05       13870000         137.48 
10             bat            1.5           0.01     15577224.8         116.59 
11             bat          33.75           0.01     15577224.8         112.96 
12             bat             66           0.01     15577224.8         140.57 
13             bat            1.5           0.03     15577224.8         116.59 
14             bat          33.75           0.03     15577224.8         113.17 
15             bat             66           0.03     15577224.8         140.37 
16             bat            1.5           0.05     15577224.8         116.59 
17             bat          33.75           0.05     15577224.8          113.2 
18             bat             66           0.05     15577224.8         140.53 
19             bat            1.5           0.01     17284449.6         116.59 
20             bat          33.75           0.01     17284449.6         112.81 
21             bat             66           0.01     17284449.6         143.46 
22             bat            1.5           0.03     17284449.6         116.59 
23             bat          33.75           0.03     17284449.6         113.02 
24             bat             66           0.03     17284449.6         143.35 
25             bat            1.5           0.05     17284449.6         116.59 
26             bat          33.75           0.05     17284449.6         113.05 
27             bat             66           0.05     17284449.6         143.43 
