ibh se mn Qp Tp Bw Bd Tc Bwbc Bwac Bdbc Bdac LnQp LnTp LnBw LnBd LnTc LnBwbc LnBwac LnBdbc LnBdac P1 P2 P3
0.25 0.8665 0.016 2.55 5328 9.781 1.3 216 1.033 1.271 0.689 0.808 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.214392887794024 -0.00705608572420885 0.121782313846302 -0.395514777254996 1.30573520169927 1.43588870316736 1.94080415932167
0.2666666667 0.8665 0.016 2.55 396 9.781 1.3 252 1.204 1.442 0.698 0.817 -0.155494314560811 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0612107310448966 0.119170960931231 0.134760145595016 -0.384437740916089 1.44082009567752 1.27806559243344 1.92598395805116
0.2833333333 0.8665 0.016 2.55 5328 9.781 1.3 216 0.978 1.192 0.786 0.896 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.269105686878846 -0.0712275092883679 0.25349783526185 -0.292136422801161 1.30573520169927 1.43930381400449 1.94333216048222
0.3 0.8665 0.016 2.6 432 9.781 1.3 252 1.113 1.356 0.71 0.832 -0.136076228703709 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.139801005638118 0.057679111586678 0.151806012868004 -0.366244394954883 1.35620127967415 1.27655855213385 1.86249393234337
0.3166666667 0.8665 0.016 2.64 432 9.781 1.3 288 1.292 1.527 0.716 0.835 -0.12080875657292 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.00933132742888422 0.17644494830497 0.160221209793289 -0.362645110925236 1.35475456324615 1.15509610937136 1.78033899820262
0.3333333333 0.8665 0.016 2.65 468 9.781 1.3 324 1.387 1.588 0.576 0.576 -0.117028033733014 -1.20397280432594 0.414812410513846 0.0392207131532813 -0.95265837604503 0.0802830634011687 0.215615284893418 -0.0573512964714658 -0.7339691750802 1.27879451443623 1.22576230321069 1.77138607709459
0.35 0.8665 0.016 2.63 432 9.781 1.3 288 1.314 1.545 0.722 0.841 -0.124603827541472 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.026215842130893 0.188163832418183 0.168566181725469 -0.355485175803144 1.35509825651484 1.15616693514887 1.78129539008585
0.3666666667 0.8665 0.016 2.64 432 9.781 1.3 288 1.222 1.436 0.594 0.594 -0.12080875657292 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0463712171821223 0.115001392694507 -0.026579637804712 -0.703197516413447 1.35475456324615 1.28701734651317 1.86862879589877
0.3833333333 0.8665 0.016 2.6 396 9.781 1.3 216 0.939 1.177 0.808 0.808 -0.136076228703709 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.3097998777054 -0.0838912496533861 0.281103101353739 -0.395514777254996 1.43885399060004 1.47748570105462 2.06234449185545
0.4 0.8665 0.016 2.66 432 9.781 1.3 216 0.85 1.1 0.838 0.838 -0.113261550937537 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.409379007429301 -0.151549898127201 0.317559143314726 -0.359058735294009 1.35410241484621 1.50493352891358 2.02445505663639
0.2 0.8816666667 0.016 2.55 5328 9.781 1.3 180 1.003 1.225 0.722 0.832 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.243864568951727 -0.0439192339348355 0.168566181725469 -0.366244394954883 1.30573520169927 1.61149597136805 2.07409346045257
0.2166666667 0.8816666667 0.016 2.55 5328 9.781 1.3 180 0.96 1.204 0.671 0.792 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.287682072451781 -0.0612107310448966 0.0953101798043249 -0.415515443961666 1.30573520169927 1.62518176433556 2.08474463282329
0.2333333333 0.8816666667 0.016 2.56 396 9.781 1.3 216 1.073 1.314 0.695 0.814 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.176401614282964 0.026215842130893 0.130452888397435 -0.388116469773551 1.44040296047032 1.4296700837289 2.02946230239467
0.25 0.8816666667 0.016 2.56 396 9.781 1.3 216 1.058 1.301 0.701 0.82 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.190479744495418 0.0162731215988424 0.139048929867233 -0.380772495517793 1.44040296047032 1.43016399199466 2.02981027008185
0.2666666667 0.8816666667 0.016 2.59 396 9.781 1.3 252 1.234 1.472 0.71 0.826 -0.139929798019699 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0365991524483298 0.139761942375159 0.151806012868004 -0.373482062255114 1.43922354574308 1.27787218782713 1.92466146193126
0.2833333333 0.8816666667 0.016 2.62 396 9.781 1.3 288 1.411 1.64 0.713 0.826 -0.12841335595814 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0974385949391511 0.247836163904581 0.156022463246939 -0.373482062255114 1.4381495249924 1.17498668914671 1.8571127526103
0.3 0.8816666667 0.016 2.6 432 9.781 1.3 288 1.308 1.503 0.576 0.576 -0.136076228703709 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0216391751034812 0.160603032839312 -0.0573512964714658 -0.7339691750802 1.35620127967415 1.30923883425314 1.88504329820467
0.3166666667 0.8816666667 0.016 2.67 432 9.781 1.3 288 1.32 1.558 0.725 0.844 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0307716586667537 0.196542869517031 0.172712697687318 -0.351924341180135 1.35379371993856 1.15719541490533 1.78097126996002
0.3333333333 0.8816666667 0.016 2.67 432 9.781 1.3 324 1.411 1.612 0.582 0.582 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -0.95265837604503 0.0974385949391511 0.230615566152911 -0.0469885094359192 -0.723606388044654 1.35379371993856 1.22313119714221 1.8245019489076
0.35 0.8816666667 0.016 2.67 432 9.781 1.3 288 1.237 1.448 0.6 0.6 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0341709845211749 0.123323216031999 -0.0165293019512106 -0.693147180559945 1.35379371993856 1.28177506584507 1.86432420881327
0.3666666667 0.8816666667 0.016 2.67 432 9.781 1.3 288 1.247 1.466 0.613 0.613 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0261194112336264 0.135677525532934 0.00490597876885441 -0.67171189983988 1.35379371993856 1.27128139114731 1.85712514700074
0.3833333333 0.8816666667 0.016 2.64 396 9.781 1.3 216 0.966 1.204 0.783 0.783 -0.12080875657292 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.281451522701145 -0.0612107310448966 0.249673738823446 -0.426944139785288 1.43749045976387 1.47379760679319 2.05875161389165
0.4 0.8816666667 0.016 2.66 396 9.781 1.3 180 0.832 0.954 0.823 0.829 -0.113261550937537 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.430782916092454 -0.293951685465376 0.299497243509713 -0.369856680640797 1.4368758628247 1.69453385963464 2.2217239357347
0.2 0.8968333333 0.016 2.55 5328 9.781 1.3 180 1.033 1.253 0.735 0.847 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.214392887794024 -0.0213194020175947 0.18641154204548 -0.348376141124037 1.30573520169927 1.60483798251723 2.0689246885971
0.2166666667 0.8968333333 0.016 2.55 5328 9.781 1.3 180 0.985 1.234 0.683 0.808 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.261973715741574 -0.0365991524483298 0.113035902403433 -0.395514777254996 1.30573520169927 1.61621462192905 2.07776180566828
0.2333333333 0.8968333333 0.016 2.56 396 9.781 1.3 216 1.161 1.405 0.695 0.814 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0975783752157714 0.0931772248541833 0.130452888397435 -0.388116469773551 1.44040296047032 1.42490535929598 2.02610857840395
0.25 0.8968333333 0.016 2.56 396 9.781 1.3 216 1.149 1.387 0.701 0.82 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.107968079064907 0.0802830634011687 0.139048929867233 -0.380772495517793 1.44040296047032 1.4237008719582 2.02526167725215
0.2666666667 0.8968333333 0.016 2.63 396 9.781 1.3 252 1.265 1.503 0.719 0.838 -0.124603827541472 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0117879557520424 0.160603032839312 0.16440240055369 -0.359058735294009 1.43781437608804 1.2772760579895 1.92321197697982
0.2833333333 0.8968333333 0.016 2.66 396 9.781 1.3 288 1.442 1.667 0.722 0.838 -0.113261550937537 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.119170960931231 0.264165525837131 0.168566181725469 -0.359058735294009 1.4368758628247 1.1777808335458 1.85789664325981
0.3 0.8968333333 0.016 2.63 432 9.781 1.3 288 1.338 1.539 0.585 0.585 -0.124603827541472 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.044315883774511 0.184272776925216 -0.0418471099355005 -0.718464988544235 1.35509825651484 1.30372861061249 1.88042537074438
0.3166666667 0.8968333333 0.016 2.6 396 9.781 1.3 180 0.783 1.039 0.707 0.835 -0.136076228703709 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.49148266092286 -0.208601365814436 0.147571708729216 -0.362645110925236 1.43885399060004 1.676701984755 2.20944118544645
0.3333333333 0.8968333333 0.016 2.69 432 9.781 1.3 288 1.247 1.448 0.591 0.591 -0.102046480117398 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0261194112336264 0.123323216031999 -0.0316429397612588 -0.708260818369993 1.35321049917444 1.29010477001515 1.86963872785407
0.35 0.8968333333 0.016 2.69 432 9.781 1.3 288 1.262 1.472 0.607 0.607 -0.102046480117398 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0141623138125044 0.139761942375159 -0.00493016610785872 -0.681548044716593 1.35321049917444 1.27675793764879 1.86045410758371
0.3666666667 0.8968333333 0.016 2.76 396 9.781 1.3 324 1.503 1.795 0.622 0.768 -0.0763569940020867 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.160603032839312 0.338144944008716 0.0194811355718225 -0.44628710262842 1.43443872534887 1.11680124076768 1.81792724501304
0.3833333333 0.8968333333 0.016 2.76 396 9.781 1.3 324 1.509 1.792 0.634 0.777 -0.0763569940020867 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.164587101854186 0.336472236621213 0.038589997269869 -0.434636485408444 1.43443872534887 1.11277065197636 1.81545393240378
0.4 0.8968333333 0.016 2.69 396 9.781 1.3 216 0.981 1.222 0.805 0.805 -0.102046480117398 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.2660428973483 -0.0463712171821223 0.277383320251206 -0.399234558357528 1.43603535832228 1.46756882297266 2.05327927971651
0.2 0.912 0.016 2.55 5328 9.781 1.3 180 1.058 1.28 0.75 0.86 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.190479744495418 0 0.206614249362999 -0.333144446528538 1.30573520169927 1.60091477834841 2.06588299390139
0.2166666667 0.912 0.016 2.57 360 9.781 1.3 180 1.015 1.259 0.695 0.82 -0.147681774824017 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.231971465437775 -0.0165423228693158 0.130452888397435 -0.380772495517793 1.53102045768474 1.60905592905778 2.22105484504215
0.2333333333 0.912 0.016 2.57 360 9.781 1.3 180 0.997 1.241 0.704 0.826 -0.147681774824017 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.249864586951824 -0.0309425717090556 0.143319398990685 -0.373482062255114 1.53102045768474 1.61133174104175 2.22270412370558
0.25 0.912 0.016 2.6 360 9.781 1.3 216 1.18 1.417 0.713 0.832 -0.136076228703709 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0813456394539525 0.101681882777018 0.156022463246939 -0.366244394954883 1.52994459875259 1.42124370972229 2.0882203326463
0.2666666667 0.912 0.016 2.6 360 9.781 1.3 216 1.161 1.399 0.719 0.838 -0.136076228703709 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0975783752157714 0.0888976177518184 0.16440240055369 -0.359058735294009 1.52994459875259 1.42051928837973 2.08772735861537
0.2833333333 0.912 0.016 2.63 396 9.781 1.3 288 1.436 1.631 0.576 0.576 -0.124603827541472 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.115001392694507 0.242333245707351 -0.0573512964714658 -0.7339691750802 1.43781437608804 1.32657282474688 1.95629896473989
0.3 0.912 0.016 2.65 432 9.781 1.3 288 1.375 1.576 0.594 0.594 -0.117028033733014 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0715936531870088 0.208029913504162 -0.026579637804712 -0.703197516413447 1.35442265620854 1.29978464993644 1.87720560084967
0.3166666667 0.912 0.016 2.73 396 9.781 1.3 324 1.576 1.856 0.604 0.744 -0.0872860645342769 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.208029913504162 0.371563556432483 -0.00988475923254197 -0.478035800943 1.43506199284537 1.14782831393826 1.83763782111375
0.3333333333 0.912 0.016 2.65 396 9.781 1.3 180 0.789 1.052 0.725 0.856 -0.117028033733014 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.483849036067789 -0.196166963616008 0.172712697687318 -0.33780645963435 1.43717766018223 1.67018117927662 2.20340300411357
0.35 0.912 0.016 2.66 396 9.781 1.3 180 0.777 1.033 0.735 0.863 -0.113261550937537 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.499175006546015 -0.214392887794024 0.18641154204548 -0.329662144692664 1.4368758628247 1.67676394114577 2.2082005252003
0.3666666667 0.912 0.016 2.79 396 9.781 1.3 324 1.533 1.82 0.631 0.774 -0.065546077897871 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.180366521958151 0.351976423157178 0.0338469053738562 -0.438504962186365 1.43390388610089 1.12134280263263 1.82029943569492
0.3833333333 0.912 0.016 2.8 396 9.781 1.3 288 1.326 1.631 0.643 0.796 -0.061968256549987 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0353068138321449 0.242333245707351 0.0526857670702625 -0.410477649931709 1.43374479286493 1.17349242865414 1.85275702971973
