%eval_id interface se             Qp             Tp             Bw             Tc             Bwbc           Bwac           
1        bat        0.97           2.86134        219.744        6.4595         79.74          0.4787         0.8183         
2        bat        0.98           2.86134        219.744        6.4595         79.74          0.4787         0.8183         
