%eval_id interface wt             kd             st             tu             Qp             Tp             Bw             Bd             Tc             Bwbc           Bwac           Bdbc           Bdac           
1        bat        1.76           23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
2        bat        1.815          23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
3        bat        1.87           23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
4        bat        1.925          23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
5        bat        1.98           23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
6        bat        2.035          23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
7        bat        2.09           23             229            0              0.88           720            1.807          1.298          1080           0.838          1.161          0.738          0.738          
8        bat        1.76           64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
9        bat        1.815          64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
10       bat        1.87           64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
11       bat        1.925          64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
12       bat        1.98           64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
13       bat        2.035          64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
14       bat        2.09           64.16666667    229            0              1.33           360            3.13           1.298          360            0.817          1.1            0.728          0.869          
15       bat        1.76           105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
16       bat        1.815          105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
17       bat        1.87           105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
18       bat        1.925          105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
19       bat        1.98           105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
20       bat        2.035          105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
21       bat        2.09           105.3333333    229            0              1.69           360            4.069          1.298          288            0.741          1.262          0.692          0.951          
22       bat        1.76           146.5          229            0              1.99           360            4.843          1.298          180            0.253          1.125          0.256          0.884          
23       bat        1.815          146.5          229            0              1.99           360            4.843          1.298          180            0.253          1.125          0.256          0.884          
24       bat        1.87           146.5          229            0              1.99           360            4.843          1.298          180            0.253          1.125          0.256          0.884          
25       bat        1.925          146.5          229            0              1.99           360            4.843          1.298          180            0.253          1.125          0.256          0.884          
26       bat        1.98           146.5          229            0              1.99           360            4.843          1.298          180            0.253          1.125          0.256          0.884          
27       bat        2.035          146.5          229            0              1.99           360            4.843          1.298          180            0.253          1.125          0.256          0.884          
